 date      axp       cat      sbux
20010928 0.058267 0.022831 0.028217
20011001 0.011012 -0.018304 -0.009371
20011002 -0.012934 0.032287 -0.016216
20011003 0.035172 0.044493 0.075549
20011004 -0.035404 0.000211 -0.037676
20011005 -0.037742 0.017289 0.125415
20011008 -0.012594 -0.033368 0.006486
20011009 0.056851 0.005575 -0.036907
20011010 0.017931 0.008742 0.02129
20011011 0.01626 0.042063 0.013699
20011012 -0.000333 -0.015213 -0.05993
20011015 0.03001 -0.007209 0.026875
20011016 0.013273 -0.003527 0.02678
20011017 -0.039936 -0.023111 -0.058091
20011018 0.001331 -0.003836 0.025802
20011019 -0.02559 -0.013581 0.019018
20011022 0.034106 0.017701 0.036123
20011023 -0.001979 -0.008374 -0.000581
20011024 -0.008923 -0.015808 0.010465
20011025 0.022674 0.020242 0.024741
20011026 0.00163 0.020056 0.002807
20011029 -0.025391 -0.033827 -0.050952
20011030 -0.014028 -0.017287 0.022419
20011031 -0.003049 -0.004231 -0.012118
20011101 0.010533 0.010733 0.00993
20011102 0.006725 0.011283 0.034702
20011105 0.014362 0.008532 0.039687
20011106 0.006256 0.036659 0.036022
20011107 0.036649 0.010672 -0.014011
20011108 0.022727 0.001863 -0.006316
20011109 0.009568 -0.002893 0.007945
20011112 -0.018954 -0.009741 0.003678
20011113 0.00187 0.024697 0.010995
20011114 0.039813 -0.011846 -0.009839
20011115 0.028717 -0.008475 0.002615
20011116 -0.036639 0.023556 -0.087115
20011119 0.032297 0.018534 -0.006286
20011120 -0.016082 -0.016197 -0.000575
20011121 -0.004458 -0.015854 -0.004028
20011123 0.02597 0.004544 0
20011126 0.021821 0.012541 0.003466
20011127 -0.015376 -0.011167 -0.010363
20011128 -0.026894 -0.010472 -0.016289
20011129 -0.009807 0.000208 -0.000591
20011130 -0.012305 -0.016183 0.048521
20011203 -0.023397 -0.000211 0.042889
20011204 0.037648 0.022147 0.063853
20011205 0.037781 0.043128 0.012716
20011206 0.015891 -0.000791 -0.018584
20011207 -0.013083 0.012671 -0.030194
20011210 -0.020173 -0.022287 0.008971
20011211 0.007647 0.009798 -0.004707
20011212 -0.024518 0.009901 -0.015239
20011213 -0.024536 -0.01549 -0.001601
20011214 -0.010429 -0.002788 0.026724
20011217 0.027588 -0.003395 0.016138
20011218 0.006938 0.029258 -0.000512
20011219 0.036549 0.013435 -0.021015
20011220 -0.030347 -0.027858 -0.036126
20011221 0.007452 0.016798 0.023357
20011224 0.013609 0.01069 0.001008
20011226 0.012843 0.008654 0.008537
20011227 0.008646 0.00591 0.017876
20011228 0.03 0.00815 0.007231
20011231 -0.009986 -0.017672 -0.023077
20020102 0.007565 -0.011483 0.024147
20020103 0.015886 0.013166 0.046643
20020104 0.034842 0.029238 0.082762
20020107 -0.003181 -0.013182 -0.012212
20020108 -0.014628 -0.033866 0.038919
20020109 0.002699 0.00409 -0.036139
20020110 0.016689 -0.008146 0.027435
20020111 -0.009267 -0.006257 -0.026257
20020114 -0.031267 -0.006493 0.000914
20020115 0.041379 -0.014656 0.000457
20020116 -0.029404 -0.034774 -0.030123
20020117 0.014192 0.034152 0.035765
20020118 -0.003767 -0.006692 -0.004543
20020122 0.005673 -0.016333 -0.02419
20020123 -0.020951 0.012038 0.058934
20020124 0.00823 0.006973 0.022085
20020125 0.006531 0.020367 -0.012532
20020128 -0.018924 0.014571 0.001313
20020129 -0.050978 -0.022231 -0.024476
20020130 0.024971 0.01006 0.019713
20020131 0.015581 0.001594 0.044376
20020201 -0.020921 0.004773 -0.037863
20020204 -0.047863 -0.029493 -0.025361
20020205 0.032316 -0.005099 0.003589
20020206 -0.046377 -0.00328 -0.026375
20020207 0.004559 -0.024475 -0.00551
20020208 0.024206 0.02256 0.014774
20020211 -0.009749 0.026392 -0.008189
20020212 -0.015811 0.009241 -0.012385
20020213 0.030918 0.010549 0.02183
20020214 0.01676 -0.004727 -0.011818
20020215 -0.026027 -0.011874 -0.00828
20020219 -0.012767 -0.000601 -0.00974
20020220 0.017744 0.024048 0.013115
20020221 -0.012411 0.015264 -0.024503
20020222 0.006882 0.01542 0.024171
20020225 0.041308 0.064161 0.024988
20020226 0.005708 -0.001784 0.007223
20020227 0.01504 -0.001072 0.005827
20020228 0.01901 -0.006977 0.025401
20020301 0.023594 0.014772 0.021295
20020304 0.055481 0.048819 0.024255
20020305 -0.00838 -0.01828 -0.024927
20020306 0.022279 0.017586 -0.014061
20020307 -0.010271 -0.008472 -0.000864
20020308 0.024298 0.013841 -0.00692
20020311 0.026686 -0.003877 -0.004791
20020312 -0.011071 -0.003215 0.002188
20020313 -0.015089 -0.024105 -0.01048
20020314 0.003459 0.020351 0.030009
20020315 0.037922 0.019264 0.017566
20020318 -0.004745 -0.011206 -0.000421
20020319 0.013826 0.003045 0.005055
20020320 -0.016224 -0.021417 -0.007544
20020321 -0.019598 -0.016026 0.012669
20020322 0.00195 0.000525 -0.016681
20020325 -0.017518 -0.02083 -0.016115
20020326 0.005448 0.005542 0.0125
20020327 0.014532 0.022044 -0.000851
20020328 -0.005584 -0.011132 -0.014487
20020401 -0.018799 0.001231 0.00735
20020402 -0.008211 -0.009136 -0.000858
20020403 -0.006523 -0.026241 0.009021
20020404 0.015941 0.008922 0.016603
20020405 0.013699 0.035192 0.0067
20020408 -0.001474 0.006799 0.017055
20020409 0.014518 0.002251 0.020041
20020410 0.004123 0.027816 0.004812
20020411 -0.02971 -0.017818 -0.005587
20020412 0.006473 -0.007873 0.010032
20020415 -0.006678 0.000345 -0.002384
20020416 0.02988 -0.023107 0.010753
20020417 -0.005077 -0.015004 0.00985
20020418 0.030134 -0.009498 -0.008974
20020419 0.024534 0.002185 -0.016535
20020422 -0.019111 -0.021984 -0.000801
20020423 0.005634 -0.013561 0.008414
20020424 -0.006536 -0.001883 0.000397
20020425 0.001175 0.011321 0.007943
20020426 -0.013142 0.010261 -0.073286
20020429 -0.02497 -0.023269 -0.018708
20020430 0.000244 0.032709 -0.011265
20020501 0.017801 -0.008971 0.035057
20020502 0.0115 0.009607 0.00127
20020503 -0.009 -0.011894 -0.007611
20020506 -0.017447 -0.02963 -0.034512
20020507 -0.010946 0.004008 0.006178
20020508 0.050172 0.045809 -0.002193
20020509 -0.011007 -0.021083 -0.014945
20020510 -0.017286 -0.019495 -0.017358
20020513 0.036145 -0.001136 0.02039
20020514 0.034651 0.028246 0.049844
20020515 0.008541 0.032448 0.012293
20020516 -0.008246 -0.014821 0
20020517 -0.006966 -0.006888 0.007538
20020520 -0.02014 -0.013689 -0.031172
20020521 -0.023326 -0.011103 -0.011154
20020522 0.002601 0.015531 -0.008243
20020523 0.012028 -0.000369 0.001312
20020524 -0.008856 -0.00553 -0.020096
20020528 -0.019986 -0.008526 -0.014267
20020529 0.016315 -0.018508 0.040253
20020530 -0.002597 -0.009524 0.024783
20020531 0.006154 0.005192 0.030123
20020603 -0.033404 -0.008035 -0.025124
20020604 -0.024337 -0.019479 0.023236
20020605 0.022948 0.011605 0.031379
20020606 -0.01585 -0.022944 -0.02522
20020607 -0.029732 0.007363 0.022998
20020610 0.012002 -0.001778 -0.01124
20020611 -0.02271 -0.019394 -0.028827
20020612 -0.041053 -0.008073 0.019649
20020613 -0.032849 0.002035 -0.02747
20020614 0.001114 -0.007107 -0.003373
20020617 0.062291 -0.017587 0.028342
20020618 0.013089 0.029351 0.006582
20020619 -0.018605 -0.024874 -0.001226
20020620 -0.015008 -0.009747 0.022504
20020621 -0.00294 -0.001466 -0.010804
20020624 -0.005362 -0.002727 0.001214
20020625 -0.021024 0.01367 -0.010101
20020626 -0.017897 -0.011203 -0.000408
20020627 0.039529 0.021821 0.0196
20020628 -0.020496 0.005133 -0.004806
20020701 0.021751 -0.019408 -0.019718
20020702 -0.005389 -0.0175 -0.034483
20020703 -0.017377 -0.02078 -0.015306
20020705 0.032053 0.044608 0.029361
20020708 -0.009371 -0.008085 -0.008809
20020709 -0.022703 -0.015047 -0.03978
20020710 -0.036781 -0.034585 -0.007933
20020711 0.005742 -0.009451 -0.005331
20020712 -0.001427 0.009541 -0.017865
20020715 -0.038308 -0.006813 0.008186
20020716 0.007134 -0.048462 -0.042851
20020717 0.003837 0.005814 0.008483
20020718 -0.014113 -0.005087 -0.020561
20020719 -0.056069 -0.029756 -0.04103
20020722 -0.084676 -0.018836 -0.023881
20020723 -0.010701 -0.015506 -0.038226
20020724 0.061759 0.08 0.117117
20020725 -0.005587 -0.009491 -0.050759
20020726 -0.002974 0.017761 -0.025487
20020729 0.110043 0.053961 0.041538
20020730 0.01284 -0.012854 -0.02905
20020731 0.039505 -0.013463 -0.004564
20020801 -0.025525 -0.032215 -0.040244
20020802 -0.038999 -0.038373 -0.001592
20020805 -0.080557 -0.028846 -0.009569
20020806 0.054018 0.049257 0.024691
20020807 0.033437 0.010852 0.009953
20020808 0.059873 0.039673 0.005705
20020809 0.025678 0.000449 0.005157
20020812 -0.013074 -0.007853 0.011852
20020813 -0.01832 -0.000452 -0.039602
20020814 0.044215 0.002715 0.081309
20020815 0.029695 -0.00361 0.039063
20020816 -0.017357 -0.015851 -0.021617
20020819 0.022554 0.028302 0.04755
20020820 -0.029498 -0.009846 -0.034846
20020821 0.013965 0.004746 -0.008551
20020822 0.031326 0.020018 0.012458
20020823 -0.022257 -0.011025 -0.004733
20020826 0.019014 0.006243 -0.001902
20020827 -0.02523 -0.006204 -0.03192
20020828 -0.022917 -0.013824 -0.022638
20020829 -0.005795 -0.020574 0.029708
20020830 0.000833 0.007387 -0.017115
20020903 -0.07543 -0.023144 -0.00597
20020904 0.034793 0.000469 0.036036
20020905 -0.011304 -0.00211 -0.022705
20020906 0.017297 0.015038 0.03213
20020909 0.004611 -0.001852 0.000958
20020910 0.004016 -0.005798 0.007177
20020911 -0.006 0.001866 -0.026603
20020912 -0.027307 -0.013038 -0.013177
20020913 0.010343 -0.041283 0.016815
20020916 0.019011 0.000984 0.000486
20020917 -0.045637 -0.030236 -0.022363
20020918 -0.023759 -0.011153 0.011437
20020919 -0.028035 -0.025891 0.001868
20020920 0.00729 -0.003421 0.019727
20020923 -0.016048 -0.005545 -0.02358
20020924 -0.009914 -0.021243 -0.015279
20020925 0.023902 0.030928 0.035035
20020926 0.037539 0.024474 0.024275
20020927 -0.04287 -0.036733 -0.008592
20020930 -0.00953 -0.007467 -0.017143
20021001 0.049391 0.038957 0.040698
20021002 -0.04401 -0.023015 -0.026536
20021003 -0.039744 -0.007676 0.009087
20021004 -0.04773 -0.039477 0.006066
20021007 -0.067648 -0.003332 -0.005559
20021008 0.067669 0.011981 0.029844
20021009 -0.037676 -0.067731 -0.00966
20021010 0.072082 0.035735 0.031073
20021011 0.053584 0.043057 0.020316
20021014 0.007451 -0.023784 0.019426
20021015 0.084244 0.063568 0.019489
20021016 -0.045077 0.020537 -0.005523
20021017 0.059006 0.05031 -0.072191
20021018 -0.008798 0.01561 0.028499
20021021 0.018935 0.046841 0.034514
20021022 -0.009001 -0.026334 -0.022501
20021023 -0.012599 0.024414 0.023462
20021024 -0.033828 -0.039486 -0.028979
20021025 0.017506 0.00827 0.065924
20021028 0.033806 -0.023643 -0.030924
20021029 0.019854 -0.000247 0.013368
20021030 0.034354 0.012605 0.011915
20021031 0.006643 -0.002929 0.002523
20021101 -0.003299 0.030845 0.000839
20021104 0.03531 0.01781 -0.041911
20021105 -0.02478 0.005133 0.020997
20021106 0.006284 0.011374 -0.007284
20021107 -0.036112 -0.02364 -0.009927
20021108 0.001408 0.014574 -0.016129
20021111 -0.011252 -0.03962 -0.035445
20021112 -0.00256 0.027503 0.003215
20021113 0.003993 0.010801 0.002289
20021114 0.049716 0.028339 0.02878
20021115 0.018945 0.018297 -0.023091
20021118 -0.02417 -0.010204 -0.022273
20021119 0.014153 0.007396 -0.006044
20021120 0.034353 0.03515 0.024322
20021121 0.022314 0.032022 -0.016895
20021122 0.002792 0.011037 0.013005
20021125 -0.00329 0.002678 0.00917
20021126 -0.037329 -0.032662 -0.006361
20021127 0.032445 0.046082 0.026063
20021129 -0.005365 0.012992 -0.031194
20021202 -0.007963 -0.013627 -0.00736
20021203 -0.015795 -0.039009 -0.027804
20021204 -0.006051 -0.012051 0.008103
20021205 -0.011117 -0.00856 -0.028369
20021206 0.006424 -0.003454 0.034063
20021209 -0.026596 -0.025341 -0.029647
20021210 0.00847 0.012222 -0.001455
20021211 -0.006773 0.003513 -0.01117
20021212 -0.000273 -0.012907 0.01719
20021213 -0.019373 -0.011525 -0.0169
20021216 0.024485 0.037668 0.046169
20021217 -0.000815 -0.009723 -0.008451
20021218 -0.020386 -0.005019 0.01089
20021219 -0.004162 -0.008114 -0.025293
20021220 0.031485 0.028079 -0.003364
20021223 -0.002971 -0.003226 0.008679
20021224 -0.012192 0.001079 -0.010516
20021226 -0.000549 -0.002155 0.004831
20021227 -0.020856 -0.026782 -0.0125
20021230 -0.000561 0.009099 0.003895
20021231 -0.00645 0.005498 -0.011639
20030102 0.037341 0.044401 0.040236
20030103 0.003545 -0.006702 -0.003774
20030106 0.035054 0.020451 0.016572
20030107 -0.013389 -0.011364 -0.010713
20030108 -0.007451 -0.030303 -0.021186
20030109 0.02118 0.020259 0.000481
20030110 0.002363 0.00169 0.004327
20030113 0.009429 0.005905 -0.011489
20030114 -0.002854 -0.006499 -0.018402
20030115 -0.019776 -0.004431 0.003947
20030116 -0.007964 0.009114 -0.004914
20030117 -0.011774 -0.004443 -0.007901
20030121 -0.026537 -0.020829 -0.014435
20030122 -0.0242 -0.035164 0.012626
20030123 0.005416 0.023172 -0.001496
20030124 -0.044514 -0.034301 0.146354
20030127 -0.008309 -0.015255 -0.014379
20030128 0.047876 0.01341 0.003095
20030129 0.003998 0.005019 0.00617
20030130 -0.012514 -0.022701 -0.014893
20030131 0.023329 0.021603 0.010227
20030203 0.004785 0.006139 -0.004401
20030204 -0.028011 -0.011525 -0.011936
20030205 -0.001441 -0.001829 -0.007159
20030206 -0.025686 -0.015804 -0.004056
20030207 -0.000592 -0.007913 -0.00543
20030210 -0.005039 -0.001173 0.007734
20030211 -0.011915 0 -0.001354
20030212 -0.020199 -0.012682 -0.000452
20030213 0.001538 0.001903 -0.007237
20030214 0.018433 0.026828 0.025968
20030218 0.034691 0.030058 0.017318
20030219 -0.001458 0.031425 -0.003492
20030220 -0.016934 0.007617 -0.010512
20030221 -0.000594 0.005184 0.032315
20030224 -0.019911 -0.015685 -0.034734
20030225 0.002426 0.000218 0.013772
20030226 -0.009982 -0.001528 -0.027169
20030227 0.010694 0.021202 0.04009
20030228 0.015115 0.005993 0.015591
20030303 -0.012508 0.001702 -0.009808
20030304 -0.012063 -0.039507 0.00646
20030305 0.0116 0.009067 0.001284
20030306 -0.017803 -0.022573 -0.000855
20030307 0.015975 0.026906 -0.02053
20030310 -0.035984 -0.022052 -0.018734
20030311 -0.009097 -0.006475 -0.001825
20030312 -0.003166 -0.006292 0.003121
20030313 0.049222 0.061284 0.069333
20030314 0.013317 0.001918 0.008313
20030317 0.065114 0.068269 0.048228
20030318 0.011217 -0.008561 -0.014157
20030319 0.006656 -0.000201 -0.003191
20030320 0.011019 0.01667 0.010404
20030321 0.031608 0.038127 0.043564
20030324 -0.039884 -0.034634 -0.040228
20030325 -0.029986 0.005322 0.028074
20030326 -0.002269 -0.015686 0.010769
20030327 -0.021319 0.010359 0
20030328 -0.006099 -0.009464 -0.015221
20030331 -0.02893 -0.020701 -0.004637
20030401 0.011736 0.009146 -0.016693
20030402 0.035693 0.04149 0.036715
20030403 -0.001727 0.00174 -0.017136
20030404 0.023068 -0.006371 -0.023634
20030407 0.008174 0.004469 0.012698
20030408 -0.015096 0.007737 0.009796
20030409 -0.023559 -0.007486 -0.013582
20030410 0.013663 0.021659 0.012195
20030411 -0.007169 0.002839 -0.007773
20030414 0.028596 0.012458 0.021543
20030415 0.036226 -0.017524 0.025307
20030416 -0.014905 -0.017837 -0.037771
20030417 0.020083 0.011087 0.004664
20030421 -0.016451 -0.002693 -0.025145
20030422 0.038936 0.021605 -0.003175
20030423 -0.009765 -0.001888 -0.021497
20030424 -0.012527 -0.002081 0.026444
20030425 -0.009717 -0.015545 -0.069758
20030428 0.021804 0.016368 0.02386
20030429 0.006402 -0.007389 -0.004578
20030430 0.003446 0.004008 -0.01714
20030501 -0.002905 -0.014259 0.020842
20030502 0.018808 0.009643 -0.009167
20030505 -0.0039 0.006304 -0.010513
20030506 0.020621 0.023159 0.018274
20030507 -0.002302 -0.010575 -0.015025
20030508 -0.018969 -0.025502 -0.025424
20030509 0.039979 0.022705 0.01
20030512 0.015578 0.020696 0.006888
20030513 -0.002969 -0.019908 -0.010688
20030514 0.00273 -0.007147 -0.001729
20030515 0.014353 0.011555 0.032468
20030516 -0.009027 -0.008052 -0.014423
20030519 -0.022895 -0.027752 -0.025781
20030520 -0.000756 -0.004854 0.007424
20030521 0.010842 -0.016 -0.0013
20030522 -0.003492 0.015665 0.021311
20030523 0.001001 -0.004295 -0.004292
20030527 0.018255 0.029608 0.011524
20030528 0.022348 0 -0.002954
20030529 -0.014413 -0.038278 -0.00127
20030530 0.015355 0.032673 0.045339
20030602 0.017283 0.000575 -0.007296
20030603 -0.000708 0.014757 -0.002858
20030604 0.02621 0.018319 -0.002047
20030605 0.00092 0.008346 0.011079
20030606 -0.007356 0.004414 -0.006494
20030609 -0.009495 -0.007142 -0.006127
20030610 0.007716 0.007377 0.002877
20030611 0.012761 0.037349 -0.002459
20030612 -0.000229 -0.009354 -0.007395
20030613 -0.004812 -0.001425 -0.00745
20030616 0.02671 0.032828 0.032527
20030617 -0.013007 -0.002246 -0.01252
20030618 -0.002272 -0.012812 -0.011861
20030619 -0.019813 -0.00912 0.000414
20030620 -0.002556 0.013274 -0.006206
20030623 -0.018635 -0.010306 0.002498
20030624 0.009494 -0.003706 -0.001246
20030625 -0.001411 -0.005314 0.001663
20030626 0.002825 0.010864 0.014944
20030627 -0.003992 -0.016385 0.00409
20030630 -0.01438 -0.003045 0
20030701 0.004784 -0.016529 0.031772
20030702 0.009067 0.018268 0.064745
20030703 -0.000473 -0.00305 -0.011123
20030707 0.030755 0.015116 0.022872
20030708 0.014919 0.005318 0.001466
20030709 -0.009272 -0.004937 -0.006955
20030710 -0.011869 -0.003721 -0.016955
20030711 0.015477 0.020633 0.006749
20030714 0.032757 0.008714 -0.000745
20030715 -0.005727 0.003283 -0.013045
20030716 0.008861 0.009816 0.016616
20030717 -0.01581 0.089529 -0.021917
20030718 0.016064 0.032578 0.011774
20030721 -0.023715 -0.00442 0.002252
20030722 0.006973 -0.017146 0.007116
20030723 -0.00201 0.010125 -0.001859
20030724 -0.006267 -0.015883 -0.016766
20030725 0.027027 0.02319 0.011747
20030728 -0.012939 -0.003063 -0.003371
20030729 -0.003555 0.00384 -0.008643
20030730 -0.011148 0.016832 0.018575
20030731 -0.004059 0.01535 0.017119
20030801 -0.01698 -0.003705 -0.00805
20030804 0.005758 -0.001785 -0.005902
20030805 -0.027937 -0.00611 -0.024119
20030806 0.025913 -0.008697 -0.006464
20030807 0.015844 0.015883 -0.000383
20030808 0.003165 0.015634 0.002297
20030811 -0.00676 0.006891 0.008785
20030812 0.018603 0.023588 0.009087
20030813 -0.00245 0.001422 -0.005253
20030814 0.016968 0.003551 0.016598
20030815 -0.001098 0.004388 -0.002226
20030818 0.002198 0.029312 0.012644
20030819 0.004167 -0.001917 -0.007345
20030820 -0.006988 -0.008779 0.0037
20030821 0.010117 0.015915 0
20030822 -0.011104 -0.02343 -0.012164
20030825 -0.006385 -0.028316 0.014179
20030826 -0.012852 -0.001579 -0.002943
20030827 -0.001796 0.008771 0.000738
20030828 0.010794 0.006984 0.019174
20030829 0.002225 0.016702 0.027135
20030902 0.011765 0.008771 0.012681
20030903 0.001755 -0.007038 0.007304
20030904 -0.003723 -0.011953 0.007942
20030905 -0.006375 -0.013504 -0.013018
20030908 0.011062 0.005419 0.006248
20030909 -0.003063 -0.015742 -0.003794
20030910 -0.011194 -0.005764 -0.012465
20030911 0.008435 -0.013478 0.018583
20030912 -0.011666 -0.000735 0.003787
20030915 -0.005791 0.014408 -0.009945
20030916 0.013665 0.010145 0.018705
20030917 0.00221 0.007604 -0.010201
20030918 0.038148 0.015236 0.016146
20030919 -0.000637 -0.001543 -0.013185
20030922 -0.009139 -0.010114 -0.003768
20030923 0.008365 0.013907 0.038171
20030924 -0.023612 -0.014136 -0.002981
20030925 -0.006318 -0.021863 -0.003987
20030926 -0.016444 -0.009434 -0.013676
20030929 0.01605 0.013773 -0.01116
20030930 -0.011409 -0.005059 -0.015048
20031001 0.024412 0.036316 0.017361
20031002 0.002388 0.019064 0.004437
20031003 0.00888 0.009354 0.026843
20031006 -0.000859 0.008586 -0.005956
20031007 0.005801 0.00554 0.008322
20031008 -0.006195 0.011959 -0.012545
20031009 0.012683 0.010224 0.01003
20031010 0.008491 -0.004338 -0.000662
20031013 0.013681 0.015182 0.006625
20031014 0.017649 -0.00039 -0.000987
20031015 -0.014487 0.024067 -0.003623
20031016 0.001656 -0.051067 0.006281
20031017 -0.011162 -0.01009 -0.012484
20031020 0.001672 0.005708 0.004325
20031021 0.010017 -0.016757 -0.006625
20031022 -0.028099 -0.016355 -0.002334
20031023 0.012543 -0.002934 0.003342
20031024 -0.00021 -0.004344 0.008661
20031027 -0.01827 0.009148 -0.008917
20031028 0.016898 0.015063 0.032989
20031029 -0.003997 0.009343 0.003226
20031030 -0.017529 0.005445 0.010932
20031031 0.008813 -0.007853 0.005089
20031103 0.006392 0.010508 0.003481
20031104 -0.002329 0.010263 -0.004415
20031105 0.004032 0.001738 0.017738
20031106 0.001268 -0.005471 0.012138
20031107 -0.018366 -0.026298 0.000307
20031110 -0.009032 -0.006614 -0.013833
20031111 -0.013021 -0.001942 -0.002806
20031112 0.011873 0.023767 0.018756
20031113 -0.004781 -0.002444 0.012581
20031114 -0.010262 -0.01184 -0.028273
20031117 -0.030885 -0.001515 -0.011133
20031118 0.01252 -0.01669 -0.023336
20031119 0.008993 0.02076 -0.008718
20031120 -0.010695 -0.000275 -0.007818
20031121 0.011261 0.001924 0.001642
20031124 0.005568 0.006174 0.019338
20031125 0.00443 0.02318 0.013183
20031126 0.008379 0.004797 0.01809
20031128 -0.000437 0.008621 0.002805
20031201 0.007438 0.00973 0.008082
20031202 -0.005429 -0.015757 -0.011718
20031203 0.004149 -0.001323 -0.00312
20031204 0.001739 -0.007154 0.001878
20031205 -0.012372 0.020817 -0.005311
20031208 0.014286 0.00366 0.015075
20031209 -0.009751 -0.003907 -0.020421
20031210 -0.01116 -0.006276 0.001579
20031211 0.001328 0.025526 0.015137
20031212 -0.001105 0.001026 -0.01429
20031215 0.002434 0.006409 -0.006618
20031216 -0.000883 0.031839 0.015228
20031217 -0.005964 0.012343 -0.007187
20031218 0.039333 0.020605 0.017627
20031219 0.009408 0.012424 -0.007423
20031222 0.004872 -0.011445 -0.002805
20031223 0.005059 -0.001552 0.0025
20031224 0.004195 -0.001674 -0.00717
20031226 -0.001044 0.002395 0.002826
20031229 0.014008 0.010632 0.011271
20031230 -0.002268 -0.006265 0.012693
20031231 -0.001243 -0.01249 0.013757
20040102 -0.009952 -0.004457 -0.007539
20040105 0.008796 0.027223 0.015193
20040106 0.001661 -0.017668 0.012272
20040107 0.002902 -0.010911 -0.00414
20040108 -0.002893 -0.007759 -0.008907
20040109 -0.007461 -0.017104 -0.008388
20040112 -0.003967 0.02486 0.007855
20040113 0.003564 0.000606 -0.007494
20040114 0.018383 0.014545 0.015705
20040115 0.019077 0.000597 0.009218
20040116 0.00463 0.009115 0.018268
20040120 0.006612 -0.023651 0.007813
20040121 0.003185 0.015216 0.004881
20040122 -0.007937 0.007194 0.020857
20040123 -8e-04 0.002024 0.004198
20040126 0.019816 0.00998 0.01282
20040127 -0.009225 -0.035408 -0.018162
20040128 -0.014461 -0.029024 -0.006166
20040129 0.024121 -0.029641 0.028765
20040130 0.017468 0.011261 0.003564
20040202 0.013503 -0.008191 -0.01038
20040203 -0.000571 -0.005807 0.006624
20040204 -0.004761 -0.014797 0.010694
20040205 -0.003444 0.005534 -0.002713
20040206 0.018817 0.028564 0.01333
20040209 0.000942 -0.010573 -0.011275
20040210 -0.004896 -0.014291 0.002444
20040211 0.016272 0.031348 0.012189
20040212 -0.006703 -0.003419 -0.010436
20040213 0.005623 -0.016139 -0.007572
20040217 0.000559 0.027125 0.055858
20040218 -0.005216 -0.007671 -0.019871
20040219 0 -0.004816 0.001843
20040220 -0.004494 -0.021775 -0.007359
20040223 -0.001881 0.005207 0.00053
20040224 0.002262 -0.006734 0.028314
20040225 0.007522 0.006258 0.002316
20040226 -0.003546 0.009977 -0.039538
20040227 0.000562 -0.028223 -0.000267
20040301 0.004306 0.014389 0.011497
20040302 -0.004473 0.009761 -0.011631
20040303 0.001498 -0.00348 0.011233
20040304 -0.00243 -0.005432 0.003174
20040305 -0.011057 -0.006892 0.002373
20040308 0.007012 0.006809 -0.014729
20040309 0.000753 -0.006373 0.001869
20040310 -0.018616 -0.037827 0.007994
20040311 -0.012646 -0.004897 -0.005287
20040312 0.01145 0.024334 -0.000797
20040315 -0.022448 -0.012678 -0.015425
20040316 -0.005888 0.018518 0.009724
20040317 0.00691 0.024818 -0.000535
20040318 0.01098 -0.000259 -0.00803
20040319 -0.00931 -0.011658 -0.007285
20040322 -0.017032 -0.010485 0.011144
20040323 0 0.004636 -0.010753
20040324 -0.003585 0.006328 0.004891
20040325 -0.001599 0.010743 0.008383
20040326 0.001602 0.003759 -0.012604
20040329 0.01659 0.026343 0.023085
20040330 0.020645 0.006542 0.009557
20040331 0.000771 -0.011625 -0.004207
20040401 0.00675 -0.000885 0.009506
20040402 0.004406 0.027848 0.027988
20040405 0.003052 0.014902 0.010178
20040406 -0.003613 0.006067 0
20040407 -0.000382 -0.00977 -0.011839
20040408 -0.004582 -0.001462 -0.002294
20040412 0.002301 0.021591 0.001533
20040413 -0.016456 -0.020657 -0.018367
20040414 -0.031128 -0.01207 -0.006237
20040415 -0.001004 -0.002838 -0.004707
20040416 0.016683 0.01448 -0.00578
20040419 -0.007315 -0.011834 0.006607
20040420 -0.013941 -0.012593 -0.022578
20040421 0.007473 0.013753 0
20040422 0.018043 0.041811 0.049154
20040423 -0.010043 -0.025446 0.003072
20040426 0.000199 -0.012933 -0.004594
20040427 -0.002585 0.011125 0.006923
20040428 -0.022134 -0.025672 -0.008403
20040429 0 -0.0266 0.004366
20040430 -0.001835 0.001934 -0.004858
20040503 0.008989 0.021099 0.00591
20040504 -0.00162 -0.004536 0.011494
20040505 0.004259 -0.002658 0.005556
20040506 -0.006866 -0.012056 -0.009794
20040507 -0.01403 -0.009377 -0.032463
20040510 -0.00495 -0.054979 -0.004718
20040511 -0.00228 0.003019 0.004214
20040512 0.001454 0.024077 -0.009441
20040513 0.005393 -0.002672 0.002118
20040514 0.008046 0.013796 0.00502
20040517 -0.001842 -0.028405 -0.012093
20040518 0.004511 0.002856 0.000798
20040519 -0.003062 0.000678 -0.001861
20040520 0.010033 -0.020867 0.024774
20040521 0.006081 0.010656 0.007798
20040524 0.006045 0.013282 -0.000258
20040525 0.010615 0.008784 0.021156
20040526 -0.004162 0.002679 0.002274
20040527 0.015323 0.004275 0.008823
20040528 -0.006272 0.002395 0.014493
20040601 -0.001972 0.008096 0.011084
20040602 0.006324 0.006056 0.009013
20040603 -0.003339 -0.016619 -0.005311
20040604 0.004532 0.004657 0.003883
20040607 0.009219 0.029139 0.023211
20040608 0.004276 -0.007465 0.018195
20040609 -0.008516 -0.022303 -0.00789
20040610 -0.000586 0.002652 -0.002807
20040614 -0.00293 -0.011111 -0.015248
20040615 0.00333 0.008427 0.019057
20040616 0.005662 -0.018305 0.003273
20040617 -0.000971 0.009593 0.003262
