Date	rtn	vwretd	ewretd	sprtrn
19750521	-0.015046	-0.010796	-0.006528	-0.011214
19750522	0.005875	0.003989	0.003183	0.003705
19750523	0.022780	0.013186	0.008638	0.013312
19750527	-0.012564	-0.000607	0.002245	-0.002650
19750528	-0.012724	-0.006392	-0.001653	-0.006974
19750529	-0.004101	0.000108	0.001622	-0.000334
19750530	0.011765	0.016440	0.014080	0.016392
19750602	0.013953	0.014271	0.011187	0.015688
19750603	0.002294	0.003458	0.004817	0.003348
19750604	-0.008581	-0.001672	0.004323	-0.003122
19750605	0.006347	0.001350	0.003765	0.000972
19750606	-0.020642	-0.000956	0.002924	-0.002266
19750609	-0.007026	-0.012261	-0.003445	-0.013733
19750610	-0.002358	-0.008267	-0.005811	-0.008442
19750611	-0.005910	0.001587	0.001652	0.001216
19750612	-0.008323	-0.004872	-0.002151	-0.005191
19750613	-0.011391	0.005080	0.003395	0.004885
19750616	0.010309	0.009660	0.004100	0.010384
19750617	-0.022809	-0.008070	-0.003367	-0.009622
19750618	0.003686	-0.001577	-0.001035	-0.002098
19750619	0.020196	0.017545	0.008632	0.018033
19750620	-0.009598	0.006787	0.008126	0.006412
19750623	0.032102	0.010410	0.006658	0.010906
19750624	-0.007042	0.006578	0.005640	0.006088
19750625	-0.004728	0.004446	0.005914	0.004565
19750626	-0.005938	0.002300	0.005251	0.002008
19750627	-0.001195	0.000361	0.005055	0.000000
19750630	0.000000	0.004664	0.007526	0.004008
19750701	-0.002392	-0.003705	0.000164	-0.003572
19750702	-0.007794	-0.007675	-0.005013	-0.007064
19750703	-0.001813	0.003485	0.006536	0.001911
19750707	-0.012107	-0.007914	-0.002575	-0.008690
19750708	0.010417	-0.001491	-0.000791	-0.001604
19750709	0.016374	0.015420	0.013948	0.015098
19750710	-0.022673	0.000971	0.007023	0.000105
19750711	0.003663	-0.000027	0.005617	-0.001582
19750714	0.012165	0.005647	0.007788	0.005599
19750715	-0.006010	0.004929	0.008711	0.004412
19750716	-0.010278	-0.009550	-0.002480	-0.010459
19750717	-0.010996	-0.008658	-0.001830	-0.010358
19750718	-0.002471	-0.003169	0.002047	-0.004593
19750721	-0.004334	-0.006958	-0.002219	-0.008155
19750722	-0.017413	-0.011497	-0.008723	-0.010710
19750723	-0.022785	-0.014382	-0.012410	-0.013887
19750724	0.006477	-0.003182	-0.008281	-0.001220
19750725	-0.019305	-0.007748	-0.003136	-0.008660
19750728	0.000656	-0.007102	-0.008213	-0.006720
19750729	0.007213	-0.006089	-0.006450	-0.005638
19750730	0.014974	0.006846	0.002348	0.007257
19750731	-0.023733	0.000169	0.002907	-0.000901
19750801	-0.005256	-0.009491	-0.006176	-0.008563
19750804	-0.007926	-0.009405	-0.008041	-0.009547
19750805	-0.017976	-0.011128	-0.011733	-0.010557
19750806	0.008814	0.000220	-0.004744	0.000232
19750807	-0.006720	-0.000236	-0.002832	0.000580
19750808	-0.016393	-0.003275	-0.004187	-0.003244
19750811	0.019444	0.004791	-0.003346	0.006161
19750812	-0.008174	0.006692	0.004783	0.006586
19750813	-0.024725	-0.011889	-0.006450	-0.013200
19750814	0.012676	-0.005350	-0.004413	-0.004304
19750815	0.013908	0.007610	0.002899	0.008879
19750818	-0.001372	-0.001868	-0.001228	-0.001853
19750819	-0.020604	-0.015458	-0.011183	-0.014501
19750820	-0.009818	-0.019901	-0.015309	-0.020365
19750821	0.005666	-0.001221	-0.005161	-0.001802
19750822	0.015493	0.014166	0.007712	0.014566
19750825	0.009709	0.009531	0.005199	0.009255
19750826	-0.020604	-0.011454	-0.005635	-0.012932
19750827	0.015428	0.004931	0.001542	0.005598
19750828	0.029006	0.022726	0.014360	0.023333
19750829	0.000000	0.007387	0.009235	0.005556
19750902	-0.026846	-0.015351	-0.007925	-0.016114
19750903	0.008276	0.004695	0.000320	0.006434
19750904	-0.004104	0.001714	0.001644	0.001976
19750905	-0.010989	-0.006049	-0.002770	-0.006729
19750908	0.019444	0.001763	-0.000550	0.003153
19750909	-0.024523	-0.013158	-0.005907	-0.015019
19750910	0.005587	-0.011398	-0.010604	-0.009574
19750911	0.006944	-0.003755	-0.002193	-0.004058
19750912	-0.006897	-0.002178	-0.000403	-0.001797
19750915	-0.000694	-0.005267	-0.004454	-0.005042
19750916	-0.009729	-0.009205	-0.006985	-0.009532
19750917	0.009123	0.001938	-0.002243	0.003411
19750918	0.036161	0.018347	0.006764	0.020517
19750919	0.016107	0.022171	0.014208	0.021651
19750922	-0.014531	-0.007967	-0.002595	-0.009432
19750923	0.010724	-0.001519	-0.002225	-0.001528
19750924	0.013263	0.009745	0.006163	0.009418
19750925	0.005236	-0.001628	-0.001536	-0.001166
19750926	0.020833	0.005086	0.001627	0.006422
19750929	-0.026786	-0.012061	-0.005917	-0.013459
19750930	-0.013106	-0.013783	-0.010713	-0.013642
19751001	-0.025896	-0.011259	-0.009094	-0.011208
19751002	0.029312	0.008968	0.000630	0.010732
19751003	0.034437	0.023581	0.010098	0.025412
19751006	0.029449	0.010329	0.004051	0.010820
19751007	0.001244	-0.001153	-0.002479	-0.001266
19751008	0.023602	0.012056	0.004857	0.013484
19751009	-0.003641	0.004452	0.002024	0.004890
19751010	0.003654	-0.000838	0.001850	-0.001811
19751013	0.021845	0.013361	0.005538	0.014171
19751014	-0.009501	-0.000377	0.002688	-0.002012
19751015	0.001199	-0.000608	-0.000843	-0.000560
19751016	0.002994	0.001668	0.002038	0.001569
19751017	-0.010149	-0.005947	-0.004108	-0.005707
19751020	0.020507	0.009252	0.002469	0.010804
19751021	0.006501	0.007877	0.004495	0.008239
19751022	0.001762	0.001734	0.002005	0.001656
19751023	0.009965	0.005051	0.003433	0.005843
19751024	-0.029600	-0.012970	-0.002782	-0.015454
19751027	0.010167	-0.000922	-0.001252	-0.001113
19751028	0.018354	0.007887	0.002905	0.008693
19751029	-0.018605	-0.012953	-0.007623	-0.012374
19751030	0.000592	-0.001553	-0.001738	-0.000895
19751031	0.005329	-0.002322	-0.000832	-0.003023
19751103	-0.004711	-0.008989	-0.005010	-0.010669
19751104	0.010651	0.004316	0.000069	0.004768
19751105	0.018735	0.008316	0.006171	0.007231
19751106	0.005794	0.004379	0.001658	0.004487
19751107	-0.003456	-0.001232	0.000937	-0.002457
19751110	0.001734	0.000366	-0.002076	0.000112
19751111	0.014426	0.006340	0.003222	0.005932
19751112	0.022753	0.014848	0.008557	0.014688
19751113	-0.015017	-0.000235	0.002358	-0.001645
19751114	0.005082	-0.000922	0.000002	-0.000769
19751117	0.011236	0.005048	0.001268	0.005386
19751118	-0.020556	-0.004951	-0.001727	-0.005030
19751119	-0.003971	-0.010736	-0.006688	-0.011209
19751120	0.006834	-0.003667	-0.000448	-0.003779
19751121	0.003394	-0.000395	0.000617	-0.001227
19751124	0.002255	0.003003	0.000725	0.001899
19751125	0.010686	0.009413	0.003804	0.011260
19751126	0.001669	0.003165	0.003147	0.002536
19751128	0.006111	0.003132	0.003014	0.003299
19751201	-0.009939	-0.005351	-0.003898	-0.006247
19751202	-0.015059	-0.015317	-0.011939	-0.014779
19751203	-0.007928	-0.020241	-0.016847	-0.019366
19751204	0.005137	0.001524	-0.001607	0.002740
19751205	-0.024986	-0.010403	-0.002835	-0.011612
19751208	0.001747	0.001445	-0.003771	0.002880
19751209	0.004070	0.001053	-0.005056	0.002642
19751210	0.007528	0.009061	0.004271	0.008935
19751211	-0.012644	-0.002209	0.000634	-0.003179
19751212	0.004075	-0.000376	0.000441	0.000342
19751215	0.005217	0.002158	-0.001770	0.002960
19751216	0.014418	0.009547	0.004241	0.009536
19751217	-0.000569	0.003120	0.004133	0.002474
19751218	-0.001138	0.003475	0.005294	0.003141
19751219	-0.007973	-0.006057	0.001238	-0.007045
19751222	-0.008037	-0.007085	-0.004668	-0.007432
19751223	0.018519	0.005970	0.003193	0.006694
19751224	0.006250	0.008518	0.008650	0.008227
19751226	0.008470	0.009078	0.008050	0.008831
19751229	-0.003359	-0.001370	-0.000604	-0.001330
19751230	0.003371	-0.003497	-0.000216	-0.003994
19751231	0.004479	0.006564	0.020712	0.004679
19760102	0.010033	0.008231	0.015154	0.007872
19760105	0.015453	0.018067	0.017771	0.018482
19760106	-0.002717	0.012214	0.016010	0.010261
19760107	-0.003815	0.005371	0.006629	0.004491
19760108	0.008206	0.006731	0.006292	0.006706
19760109	0.003798	0.004472	0.007811	0.003912
19760112	0.019459	0.013304	0.011880	0.014534
19760113	-0.006363	-0.006916	-0.000456	-0.007890
19760114	0.029883	0.016059	0.014022	0.016323
19760115	-0.006736	-0.003898	0.003218	-0.005354
19760116	0.009911	0.004578	0.007035	0.004037
19760119	0.033058	0.012207	0.011349	0.013608
19760120	0.011500	0.004929	0.005168	0.005492
19760121	-0.021256	-0.004607	0.002989	-0.006271
19760122	0.010101	-0.001700	0.004563	-0.002036
19760123	0.017000	0.011747	0.014149	0.011934
19760126	0.000000	0.004375	0.009368	0.004737
19760127	-0.017207	-0.004935	0.002390	-0.006120
19760128	0.004502	-0.004482	-0.001929	-0.005451
19760129	0.021912	0.016416	0.014162	0.016036
19760130	0.004873	0.007561	0.010861	0.007492
19760202	0.005820	0.001671	0.006245	0.000099
19760203	0.006750	0.004398	0.005791	0.003073
19760204	0.010536	0.008833	0.014242	0.007314
19760205	-0.015166	-0.012544	-0.002255	-0.015012
19760206	-0.015504	-0.008230	-0.003134	-0.009264
19760209	-0.001969	0.002809	0.007532	0.001609
19760210	0.017751	0.007869	0.008451	0.008532
19760211	-0.010659	0.004572	0.008241	0.002986
19760212	-0.010774	-0.003429	0.005507	-0.005160
19760213	0.005941	-0.003899	0.003007	-0.005786
19760217	-0.003445	-0.004780	0.004308	-0.006221
19760218	0.010370	0.007820	0.012599	0.008077
19760219	0.021505	0.016145	0.020124	0.015623
19760220	0.002871	0.006964	0.013603	0.006804
19760223	-0.006679	-0.002785	0.005538	-0.004799
19760224	0.008646	0.004903	0.009383	0.004133
19760225	-0.009524	-0.001642	0.002902	-0.003332
19760226	-0.015385	-0.014329	-0.008471	-0.015537
19760227	-0.001465	-0.006409	-0.007330	-0.003996
19760301	0.014181	0.003109	0.002062	0.003109
19760302	0.000000	0.005800	0.008519	0.005399
19760303	0.000482	-0.005383	-0.000793	-0.005768
19760304	-0.012048	-0.009333	-0.005005	-0.010602
19760305	0.004878	0.001526	0.002011	0.001921
19760308	0.009709	0.010128	0.007628	0.010897
19760309	-0.004808	0.002658	0.002339	0.003893
19760310	0.011594	0.003823	0.002105	0.003579
19760311	0.015282	0.008583	0.005388	0.009412
19760312	-0.015992	-0.008509	-0.005636	-0.010109
19760315	-0.007170	-0.010985	-0.008612	-0.010510
19760316	0.008666	0.009898	0.002672	0.011222
19760317	-0.014320	0.000045	0.004058	-0.000595
19760318	-0.000484	-0.003918	-0.003527	-0.004065
19760319	0.002907	0.001092	0.000554	0.001294
19760322	-0.001932	0.000866	0.000208	0.001293
19760323	0.014521	0.013048	0.003068	0.015192
19760324	-0.000954	0.010397	0.006887	0.011541
19760325	-0.012416	-0.005267	-0.003584	-0.005512
19760326	0.003868	0.001086	0.003084	0.000000
19760329	0.002890	-0.003924	-0.001701	-0.004278
19760330	0.000000	-0.004022	-0.003524	-0.003906
19760331	0.006724	0.006347	0.002842	0.007450
19760401	-0.000954	-0.004035	-0.001375	-0.005157
19760402	0.020057	0.000356	0.001848	0.000098
19760405	0.018727	0.011704	0.007758	0.012323
19760406	-0.008272	-0.000592	0.001564	-0.001449
19760407	-0.002780	-0.011510	-0.008121	-0.011126
19760408	-0.002788	-0.009497	-0.009592	-0.009099
19760409	-0.001398	-0.010125	-0.007682	-0.009182
19760412	-0.023332	-0.001762	-0.003080	-0.001495
19760413	0.007167	0.006577	0.000006	0.008483
19760414	-0.030361	-0.005905	-0.001282	-0.007323
19760415	0.003914	0.003562	0.002205	0.003589
19760419	0.010234	0.006937	0.004902	0.007649
19760420	0.008201	0.014750	0.010211	0.014097
19760421	-0.002871	0.003873	0.004440	0.004374
19760422	-0.001919	-0.001981	0.001682	-0.003291
19760423	-0.005288	-0.006264	-0.001354	-0.006700
19760426	0.002417	0.000976	0.000485	0.001369
19760427	-0.013018	-0.004944	-0.003690	-0.005565
19760428	0.000489	0.001842	-0.001316	0.002651
19760429	-0.009766	-0.000168	0.001602	0.000000
19760430	-0.000493	-0.003749	-0.000321	-0.004798
19760503	-0.017267	-0.008072	-0.006515	-0.007084
19760504	0.014056	0.005716	0.001115	0.005351
19760505	-0.009901	-0.004105	-0.001440	-0.005717
19760506	0.005500	0.003096	0.000898	0.002776
19760507	0.003505	0.007629	0.004731	0.007117
19760510	0.029940	0.012365	0.007105	0.011975
19760511	-0.005814	-0.000406	0.002369	-0.001455
19760512	0.001949	-0.001330	-0.000359	-0.001748
19760513	-0.005837	-0.005134	-0.001885	-0.005936
19760514	-0.012720	-0.007417	-0.003583	-0.008027
19760517	0.000000	-0.002769	-0.003268	-0.002467
19760518	0.002973	0.001322	-0.000441	0.001682
19760519	0.002964	-0.000179	-0.001284	-0.000790
19760520	0.012808	0.006363	0.002112	0.008104
19760521	-0.013619	-0.005255	-0.000692	-0.007255
19760524	-0.014793	-0.016279	-0.011817	-0.017974
19760525	0.005005	-0.000745	-0.006071	0.000503
19760526	-0.003984	-0.000467	-0.000052	-0.001508
19760527	0.013000	-0.000920	-0.003609	0.000403
19760528	0.013327	0.007381	0.004919	0.008050
19760601	-0.010229	-0.002370	-0.001476	-0.003294
19760602	0.013780	0.003096	0.000913	0.003706
19760603	-0.005825	-0.000426	-0.000044	-0.000898
19760604	-0.011719	-0.008603	-0.005105	-0.009787
19760607	0.001482	-0.004939	-0.006169	-0.005245
19760608	-0.001480	0.001593	-0.000851	0.001724
19760609	0.000988	-0.000282	-0.000003	-0.000607
19760610	0.008885	0.007850	0.004544	0.008305
19760611	0.008806	0.011779	0.006159	0.013660
19760614	0.009699	0.009914	0.006454	0.010206
19760615	-0.004803	-0.003852	-0.000768	-0.004806
19760616	0.013514	0.005675	0.002537	0.005421
19760617	0.024762	0.014387	0.007588	0.015685
19760618	-0.011152	0.002276	0.003463	0.001448
19760621	0.016917	0.004003	0.001636	0.005012
19760622	-0.006470	-0.006639	-0.003056	-0.007768
19760623	0.012093	-0.002109	-0.001960	-0.002126
19760624	0.011949	0.006105	0.004734	0.005230
19760625	-0.002725	0.000322	0.002249	-0.000674
19760628	-0.003188	-0.002156	0.000476	-0.002796
19760629	0.006852	0.003781	0.002114	0.004157
19760630	0.004537	0.004669	0.004885	0.004044
19760701	-0.008130	-0.006389	-0.001590	-0.006617
19760702	0.005464	0.004836	0.003872	0.005020
19760706	-0.003623	-0.004362	-0.000717	-0.005475
19760707	0.010909	0.002584	0.001206	0.002801
19760708	-0.005396	0.001816	0.003406	0.001445
19760709	0.005425	0.008943	0.005818	0.009617
19760712	0.006295	0.007742	0.004388	0.008764
19760713	-0.007596	-0.001705	0.000859	-0.002172
19760714	-0.003602	0.002771	0.002382	0.002650
19760715	-0.001356	-0.005794	-0.001060	-0.007079
19760716	-0.007240	-0.004718	-0.002040	-0.004943
19760719	-0.008204	-0.003095	-0.002770	-0.003726
19760720	-0.005515	-0.006009	-0.004645	-0.005466
19760721	0.001848	0.000917	0.000270	0.000964
19760722	0.005535	0.001245	-0.000222	0.001060
19760723	0.001835	0.001299	0.002330	0.001251
19760726	0.009158	-0.000578	-0.001206	0.000096
19760727	-0.011797	-0.004774	-0.002818	-0.005669
19760728	0.002755	-0.003762	-0.003640	-0.004155
19760729	0.000000	-0.001270	-0.001189	-0.001164
19760730	-0.003205	0.004206	0.002413	0.004955
19760802	-0.001378	-0.001437	-0.001268	-0.002417
19760803	0.015179	0.008927	0.004063	0.009206
19760804	0.003172	0.002375	0.002602	0.002785
19760805	0.000452	-0.004128	-0.001826	-0.005554
19760806	0.002276	-0.000047	-0.000645	-0.000578
19760809	-0.002725	-0.002048	-0.004315	-0.002890
19760810	0.014572	0.007944	0.005286	0.008890
19760811	-0.004039	-0.002323	-0.001273	-0.003352
19760812	0.000451	0.000830	-0.000078	0.001538
19760813	0.002703	0.000774	0.000817	0.000288
19760816	0.004043	0.001775	0.000141	0.001727
19760817	0.002237	0.003171	0.000125	0.003543
19760818	-0.001786	-0.001943	-0.001030	-0.002290
19760819	-0.015206	-0.011404	-0.008557	-0.011190
19760820	-0.008174	-0.008725	-0.004760	-0.009866
19760823	0.001832	-0.004046	-0.006768	-0.004005
19760824	-0.014625	-0.005894	-0.002959	-0.006767
19760825	0.009276	0.007777	0.000514	0.007505
19760826	-0.011489	-0.006072	-0.001123	-0.006959
19760827	0.003254	0.001172	0.000041	0.001579
19760830	0.009268	0.005323	0.001992	0.005814
19760831	0.005051	0.007043	0.004063	0.008230
19760901	0.011878	0.010182	0.007059	0.011175
19760902	-0.001806	-0.000192	0.000609	-0.001345
19760903	0.007689	0.003877	0.003440	0.003657
19760907	0.005386	0.006294	0.003220	0.006999
19760908	-0.010714	-0.000838	0.000002	-0.000857
19760909	0.003610	-0.004131	-0.001742	-0.005146
19760910	0.005396	0.002448	0.002824	0.002395
19760913	-0.006708	-0.002682	-0.001941	-0.003440
19760914	0.001351	-0.002732	-0.003011	-0.003356
19760915	0.000899	0.002175	0.000476	0.002598
19760916	0.020665	0.008882	0.003444	0.010843
19760917	0.000000	0.008793	0.005899	0.008829
19760920	0.000880	0.001295	0.001685	0.000470
19760921	0.012313	0.012376	0.006796	0.014202
19760922	-0.007819	-0.002571	0.001276	-0.003431
19760923	-0.004378	-0.004474	-0.001402	-0.005025
19760924	-0.001759	-0.000766	0.000565	-0.001122
19760927	0.010573	0.003758	0.001515	0.004307
19760928	-0.010026	-0.011051	-0.007420	-0.012493
19760929	-0.008366	-0.005096	-0.003216	-0.005193
19760930	-0.000444	-0.001191	-0.000828	-0.001234
19761001	-0.003110	-0.008875	-0.004700	-0.010167
19761004	-0.001783	-0.001295	-0.000922	-0.001344
19761005	-0.003571	-0.007143	-0.005911	-0.007690
19761006	0.001792	-0.004089	-0.005879	-0.002519
19761007	0.006261	0.005936	0.003239	0.005536
19761008	-0.010667	-0.008058	-0.002312	-0.009465
19761011	-0.000898	-0.008996	-0.008882	-0.008970
19761012	-0.022482	-0.007693	-0.005433	-0.008166
19761013	0.002760	0.011085	0.003109	0.012995
19761014	-0.029358	-0.011340	-0.005279	-0.012436
19761015	-0.007561	0.001212	0.002538	0.000297
19761018	0.004286	0.005535	0.003131	0.005849
19761019	-0.000474	-0.000324	-0.000815	-0.000197
19761020	0.000000	0.002516	0.002161	0.002859
19761021	-0.023719	-0.007783	-0.002747	-0.009534
19761022	-0.002915	-0.007377	-0.003523	-0.008038
19761025	0.011696	0.001046	-0.001712	0.001100
19761026	0.015414	0.008769	0.003477	0.009893
19761027	0.009488	0.005780	0.003005	0.006927
19761028	0.001880	-0.000955	0.001428	-0.001474
19761029	0.019700	0.011959	0.005859	0.012696
19761101	-0.001840	0.002561	0.002538	0.001944
19761103	-0.011982	-0.011318	-0.006935	-0.011445
19761104	0.006063	0.007908	0.009947	0.004808
19761105	-0.019168	-0.011706	-0.001628	-0.015526
19761108	-0.010486	-0.011198	-0.006760	-0.012101
19761109	0.002890	-0.003210	-0.003661	-0.002811
19761110	0.002882	-0.004471	-0.001019	-0.005135
19761111	0.013410	0.007087	0.002089	0.008400
19761112	-0.009452	-0.002862	0.000621	-0.004014
19761115	0.008588	0.005123	0.000343	0.006651
19761116	-0.002838	0.002333	0.003264	0.001401
19761117	0.015180	0.006039	0.004929	0.005698
19761118	0.013084	0.012697	0.009436	0.012722
19761119	-0.003690	0.001611	0.003520	0.000294
19761122	0.005556	0.006236	0.004208	0.006574
19761123	-0.007827	-0.004055	-0.000453	-0.006141
19761124	0.010673	0.005307	0.005200	0.004413
19761126	0.006887	0.006719	0.006175	0.007226
19761129	-0.010032	-0.005861	-0.002217	-0.006883
19761130	-0.001382	-0.003031	0.000462	-0.003319
19761201	0.003690	0.004503	0.003832	0.003820
19761202	-0.009191	-0.002412	0.002086	-0.003610
19761203	0.009276	0.005821	0.005158	0.006267
19761206	0.003676	0.008069	0.007718	0.007785
19761207	-0.008242	0.000314	0.002873	-0.000676
19761208	0.007387	0.005299	0.005787	0.005701
19761209	-0.004583	0.005599	0.009241	0.004131
19761210	-0.001842	0.002313	0.006356	0.001818
19761213	-0.003690	0.000809	0.003569	-0.000669
19761214	-0.000463	0.004278	0.002740	0.004205
19761215	-0.004169	0.000870	0.003086	0.000666
19761216	-0.005581	-0.002613	0.000650	-0.003234
19761217	-0.008419	-0.003896	0.001753	-0.005153
19761220	0.002830	-0.005207	-0.003069	-0.005851
19761221	0.017404	0.004662	0.001252	0.005499
19761222	-0.000462	0.005059	0.005604	0.004702
19761223	0.005088	0.000794	0.002482	0.001242
19761227	0.021629	0.010989	0.006631	0.011637
19761228	0.003604	0.006519	0.006408	0.006694
19761229	-0.007181	-0.003042	0.003560	-0.004027
19761230	0.014467	0.005504	0.009446	0.005078
19761231	-0.004902	0.006030	0.014375	0.005427
19770103	-0.009404	-0.002619	0.006398	-0.004281
19770104	-0.012658	-0.009603	-0.000030	-0.012150
19770105	0.003663	-0.007333	-0.001937	-0.008893
19770106	0.000000	0.002053	0.006621	0.002482
19770107	-0.007299	0.001026	0.005484	-0.000095
19770110	-0.002757	0.001311	0.002366	0.001809
19770111	-0.008295	-0.009151	-0.003801	-0.010266
19770112	0.000000	-0.006460	-0.003536	-0.006915
19770113	0.005576	0.008292	0.008556	0.007737
19770114	0.000000	0.000015	0.005106	-0.001823
19770117	0.009242	-0.001953	0.000787	-0.002692
19770118	0.008242	-0.002770	0.000280	-0.003953
19770119	0.008174	0.005109	0.006415	0.005130
19770120	-0.016216	-0.007136	-0.001679	-0.008474
19770121	0.003663	0.003721	0.004875	0.003399
19770124	-0.008212	0.000402	0.003142	-0.000678
19770125	-0.007360	-0.000252	0.003778	-0.001162
19770126	-0.005561	-0.006415	-0.001125	-0.007660
19770127	0.000932	-0.005506	-0.002389	-0.005374
19770128	0.014898	0.000481	0.000409	0.001375
19770131	0.010092	0.000212	-0.002064	0.000981
19770201	0.004541	0.005350	0.004214	0.004999
19770202	-0.008137	-0.000742	0.002314	-0.001755
19770203	-0.002279	-0.003637	-0.001034	-0.004982
19770204	-0.007838	0.001961	0.004665	0.000295
19770207	0.005576	0.000691	0.002130	0.000098
19770208	-0.001848	-0.002311	0.000269	-0.002846
19770209	-0.007407	-0.008316	-0.004342	-0.008563
19770210	0.003731	0.001113	0.002267	0.000893
19770211	-0.007435	-0.005031	-0.001736	-0.005951
19770214	0.027154	0.004355	0.000280	0.005189
19770215	-0.007293	0.002982	0.002223	0.002978
19770216	-0.002755	0.003954	0.002811	0.004553
19770217	-0.003683	-0.005083	-0.001330	-0.005714
19770218	-0.001386	-0.002659	-0.000002	-0.004261
19770222	0.020824	-0.000181	-0.000144	0.000000
19770223	0.001813	-0.002832	-0.001036	-0.002985
19770224	-0.002715	-0.005926	-0.004660	-0.005889
19770225	0.000000	-0.001640	-0.000232	-0.001205
19770228	0.001815	0.002165	-0.000702	0.003418
19770301	0.003623	0.008650	0.004960	0.008415
19770302	-0.001805	-0.002035	0.000434	-0.002682
19770303	0.006329	0.004438	0.002419	0.004881
19770304	-0.000898	0.003618	0.004432	0.003172
19770307	0.008993	0.001316	0.002357	0.000494
19770308	-0.001337	-0.003195	0.001069	-0.003753
19770309	-0.001785	-0.006821	-0.002836	-0.007634
19770310	0.017434	0.004647	0.002522	0.005694
19770311	-0.004394	0.000813	0.002853	-0.000199
19770314	0.002648	0.006358	0.003089	0.007650
19770315	0.004401	0.004600	0.003858	0.005522
19770316	-0.004382	0.002149	0.002543	0.001863
19770317	-0.001761	-0.000474	0.000963	-0.000881
19770318	0.000000	-0.001824	0.001350	-0.002155
19770321	-0.000882	-0.004314	-0.001361	-0.005400
19770322	0.007944	-0.002003	-0.001194	-0.003060
19770323	-0.010508	-0.007472	-0.003109	-0.007921
19770324	-0.008407	-0.004478	-0.001572	-0.004990
19770325	-0.009371	-0.005576	-0.001486	-0.006419
19770328	0.006306	-0.001238	-0.003603	-0.000606
19770329	0.004924	0.005650	0.002090	0.006970
19770330	-0.014254	-0.010700	-0.005704	-0.011536
19770331	-0.000452	-0.001165	-0.001227	-0.001218
19770401	0.005425	0.007803	0.004846	0.008027
19770404	-0.008094	-0.008705	-0.004764	-0.009878
19770405	-0.004533	-0.002728	-0.003633	-0.002240
19770406	0.003643	-0.000581	0.000703	-0.001020
19770407	0.004537	0.003197	0.002673	0.004494
19770411	-0.000452	0.005052	0.002349	0.005389
19770412	0.007682	0.012194	0.007068	0.012844
19770413	-0.017937	0.000762	0.001765	0.000100
19770414	-0.006393	0.008453	0.007175	0.008387
19770415	0.001838	0.000436	0.001725	0.000396
19770418	-0.001835	-0.003833	-0.000490	-0.004949
19770419	-0.003217	-0.003134	-0.000665	-0.004675
19770420	-0.004149	0.003653	0.004521	0.003298
19770421	-0.022222	-0.006252	-0.001323	-0.006474
19770422	-0.022727	-0.011763	-0.004726	-0.013133
19770425	0.000969	-0.012227	-0.007761	-0.013104
19770426	0.004840	-0.000435	-0.001471	-0.000412
19770427	0.006744	0.008547	0.005227	0.008753
19770428	-0.005742	0.002244	0.002307	0.002450
19770429	-0.003850	0.002705	0.003805	0.002444
19770502	0.004831	0.005623	0.002520	0.004978
19770503	0.004808	0.004815	0.003844	0.005054
19770504	0.006220	0.005794	0.004314	0.005330
19770505	0.000476	0.002893	0.002036	0.001501
19770506	-0.016315	-0.004004	0.000720	-0.006193
19770509	-0.003902	-0.001880	-0.000385	-0.003116
19770510	0.000000	0.003183	0.002283	0.002924
19770511	-0.009794	-0.005431	-0.001056	-0.006937
19770512	-0.001484	-0.000225	0.000546	-0.000506
19770513	0.003467	0.003382	0.004094	0.003039
19770516	0.000000	0.004176	0.002489	0.004443
19770517	0.008391	0.002766	0.001053	0.003016
19770518	-0.005384	0.005074	0.003858	0.005312
19770519	-0.006890	-0.002964	0.000459	-0.004187
19770520	-0.009415	-0.003508	-0.000367	-0.004305
19770523	-0.018009	-0.010976	-0.006273	-0.013072
19770524	0.008660	-0.004620	-0.005603	-0.004890
19770525	-0.001515	-0.008087	-0.004802	-0.009215
19770526	0.007587	0.001576	-0.000012	0.002480
19770527	-0.015060	-0.006074	-0.000779	-0.007628
19770531	0.001019	-0.002285	-0.004198	-0.001558
19770601	0.010183	0.007395	0.003284	0.008427
19770602	-0.006048	-0.001268	0.000187	-0.001960
19770603	0.017241	0.008960	0.005026	0.009820
19770606	-0.000997	-0.003661	-0.000855	-0.004709
19770607	0.009481	0.004446	0.001443	0.005142
19770608	0.000000	0.005334	0.003545	0.004809
19770609	-0.006426	-0.000032	0.001705	-0.000611
19770610	0.001493	0.003081	0.003427	0.003261
19770613	0.007452	0.003366	0.001185	0.002844
19770614	0.019724	0.009874	0.004845	0.011343
19770615	0.000967	-0.001637	0.000491	-0.002403
19770616	-0.005797	0.003151	0.002727	0.002309
19770617	0.000972	0.001666	0.003707	0.001202
19770620	0.009709	0.004466	0.002473	0.004501
19770621	-0.000962	0.003379	0.003307	0.003187
19770622	0.002406	-0.001662	0.000581	-0.002779
19770623	0.006241	0.002515	0.003561	0.001593
19770624	0.015267	0.005893	0.006579	0.005665
19770627	0.004229	-0.000954	0.001215	-0.002075
19770628	-0.011231	-0.006924	-0.001886	-0.008318
19770629	0.004259	-0.000563	0.001125	-0.000300
19770630	-0.004713	0.003619	0.005045	0.003696
19770701	-0.008996	-0.002228	0.002413	-0.003782
19770705	-0.000478	0.000188	0.001447	-0.000100
19770706	-0.006214	-0.004296	-0.000852	-0.005095
19770707	0.006253	0.003362	0.003184	0.003515
19770708	-0.009082	0.000184	0.004749	-0.001401
