date            ibmrtn           vwrtn         ewrtn         sprtn
19710730      -0.081230     -0.040283     -0.053634     -0.041324
19710831       0.048240      0.042511      0.041159      0.036095
19710930      -0.000822     -0.005016     -0.004653     -0.006968
19711029      -0.010700     -0.040682     -0.057468     -0.041794
19711130       0.020965     -0.001262     -0.034150     -0.002547
19711231       0.101473      0.091257      0.117128      0.086179
19720131       0.093611      0.028383      0.103892      0.018121
19720229       0.005027      0.031349      0.041809      0.025303
19720330       0.037313      0.008722     -0.000951      0.005912
19720428       0.009810      0.005505      0.001231      0.004384
19720531       0.033938      0.016375     -0.018121      0.017275
19720630      -0.014456     -0.020896     -0.033775     -0.021821
19720731       0.022321     -0.004254     -0.029488      0.002333
19720831       0.022707      0.035966      0.012252      0.034454
19720929      -0.004896     -0.007671     -0.030725     -0.004861
19721031      -0.051661      0.008676     -0.013767      0.009317
19721130       0.017769      0.049764      0.051096      0.045617
19721229       0.028133      0.011243     -0.019873      0.011828
19730131       0.083333     -0.027576     -0.026133     -0.017111
19730228      -0.005970     -0.044487     -0.072836     -0.037490
19730330       0.000000     -0.007937     -0.028981     -0.001433
19730430      -0.054461     -0.051781     -0.070620     -0.040800
19730531      -0.032261     -0.024507     -0.083582     -0.018884
19730629       0.007149     -0.008684     -0.037745     -0.006575
19730731      -0.007886      0.057102      0.105922      0.037982
19730831      -0.039364     -0.029657     -0.044417     -0.036685
19730928      -0.142857      0.054007      0.072995      0.040096
19731031       0.086240     -0.000301      0.000303     -0.001291
19731130      -0.050419     -0.120832     -0.175252     -0.113861
19731231      -0.068868      0.011404     -0.041764      0.016569
19740131      -0.006079      0.004425      0.132374     -0.010046
19740228      -0.024852      0.002343      0.008623     -0.003624
19740329      -0.008933     -0.023367      0.008379     -0.023280
19740430      -0.036055     -0.045956     -0.055537     -0.039051
19740531      -0.059274     -0.041982     -0.072545     -0.033551
19740628       0.001176     -0.022942     -0.033483     -0.014665
19740731      -0.052291     -0.070879     -0.051915     -0.077791
19740830      -0.040298     -0.087756     -0.085788     -0.090279
19740930      -0.171875     -0.109718     -0.079025     -0.119335
19741031       0.189465      0.165585      0.088877      0.163047
19741129      -0.054858     -0.041047     -0.051395     -0.053180
19741231      -0.052186     -0.027005     -0.080744     -0.020151
19750131       0.120536      0.141600      0.299260      0.122812
19750228       0.152722      0.058411      0.053918      0.059886
19750331      -0.041183      0.030191      0.081497      0.021694
19750430       0.015729      0.046497      0.031093      0.047265
19750530       0.031566      0.055140      0.072876      0.044101
19750630      -0.027907      0.051473      0.071792      0.044323
19750731      -0.089713     -0.060385     -0.008960     -0.067654
19750829      -0.011827     -0.023557     -0.048118     -0.021070
19750930       0.010738     -0.038010     -0.038867     -0.034645
19751031       0.127490      0.055857      0.014720      0.061643
19751128       0.074794      0.031223      0.016796      0.024708
19751231      -0.009387     -0.010998     -0.000599     -0.011508
19760130       0.149387      0.126011      0.190037      0.118306
19760227      -0.001455      0.007314      0.106291     -0.011402
19760331       0.024939      0.026799      0.018109      0.030689
19760430      -0.032920     -0.010389     -0.003810     -0.010995
19760528       0.019734     -0.009369     -0.019680     -0.014364
19760630       0.078422      0.044487      0.026510      0.040926
19760730      -0.016712     -0.006158      0.002236     -0.008055
19760831       0.013780     -0.001434     -0.016673     -0.005124
19760930       0.028323      0.024484      0.016990      0.022641
19761029      -0.034207     -0.020372     -0.022586     -0.022235
19761130       0.005520      0.005364      0.026686     -0.007775
19761231       0.029982      0.061591      0.102410      0.052498
19770131      -0.013883     -0.036337      0.036903     -0.050530
19770228       0.011807     -0.015760      0.004400     -0.021660
19770331       0.001812     -0.009246      0.010654     -0.014025
19770429      -0.064195      0.004952      0.016931      0.000203
19770531      -0.041546     -0.010785      0.002870     -0.023568
19770630       0.075356      0.051367      0.051503      0.045360
19770729       0.015625     -0.012810      0.012362     -0.016222
19770831       0.010256     -0.013352     -0.001233     -0.021042
19770930      -0.027480      0.001574      0.014968     -0.002480
19771031      -0.014368     -0.039280     -0.023190     -0.043406
19771130       0.035957      0.045432      0.070872      0.026966
19771230       0.035985      0.008218      0.021081      0.002847
19780131      -0.029250     -0.055202     -0.011152     -0.061514
19780228      -0.042825     -0.009275      0.026008     -0.024762
19780331      -0.062687      0.034013      0.067839      0.024931
19780428       0.129512      0.082841      0.079317      0.085416
19780531      -0.018308      0.023238      0.067620      0.004234
19780630      -0.003872     -0.010751      0.010292     -0.017585
19780731       0.092323      0.056749      0.052394      0.053910
19780831       0.048950      0.042352      0.093545      0.025924
19780929      -0.050964     -0.006891      0.006200     -0.007261
19781031      -0.046029     -0.110997     -0.177280     -0.091574
19781130       0.030766      0.033792      0.038205      0.016640
19781229       0.107607      0.017710      0.014346      0.014889
19790131       0.034338      0.049489      0.093661      0.039746
19790228      -0.017198     -0.026766     -0.016269     -0.036526
19790330       0.051667      0.065618      0.084167      0.055152
19790430      -0.003962      0.008522      0.028814      0.001673
19790531      -0.021671     -0.013576     -0.006845     -0.026336
19790629      -0.034539      0.046850      0.054663      0.038656
19790731      -0.049404      0.014991      0.021366      0.008746
19790831       0.015914      0.064728      0.075616      0.053078
19790928      -0.032143      0.001428     -0.001172      0.000000
19791031      -0.079336     -0.072660     -0.097915     -0.068606
19791130       0.059880      0.063603      0.065295      0.042624
19791231      -0.013410      0.028212      0.067485      0.016767
19800131       0.066019      0.065607      0.105129      0.057625
19800229      -0.062149      0.001015     -0.006301     -0.004380
19800331      -0.122047     -0.120224     -0.165043     -0.101795
19800430      -0.015695      0.052288      0.053461      0.041140
19800530       0.024784      0.060090      0.071249      0.046571
19800630       0.060948      0.037714      0.046176      0.026969
19800731       0.110638      0.069438      0.089279      0.065039
19800829       0.017011      0.023553      0.063984      0.005835
19800930      -0.020992      0.029495      0.052459      0.025168
19801031       0.038986      0.020079      0.047525      0.016021
19801128       0.035422      0.104920      0.069205      0.102377
19801231      -0.003670     -0.034407     -0.032416     -0.033874
19810130      -0.051565     -0.040108      0.005615     -0.045742
19810227       0.011417      0.015523      0.002150      0.013277
19810331      -0.029183      0.046184      0.072674      0.036033
19810430      -0.060120     -0.011257      0.027885     -0.023456
19810529       0.016802      0.013553      0.027187     -0.001657
19810630      -0.014894     -0.010229     -0.013194     -0.010408
19810731      -0.030238     -0.003073     -0.019980     -0.002210
19810831      -0.002494     -0.056279     -0.071906     -0.062099
19810930      -0.018141     -0.063767     -0.090061     -0.053832
19811030      -0.048499      0.060177      0.069728      0.049148
19811130       0.074951      0.045850      0.021667      0.036590
19811231       0.043578     -0.028096     -0.019694     -0.030075
19820129       0.118681     -0.026207     -0.017347     -0.017544
19820226      -0.013988     -0.051125     -0.047987     -0.060548
19820331      -0.034343     -0.010094     -0.012064     -0.010167
19820430       0.075314      0.043267      0.052242      0.040014
19820528      -0.029416     -0.028212     -0.022490     -0.039162
19820630      -0.014228     -0.023912     -0.036699     -0.020290
19820730       0.082474     -0.020526     -0.014776     -0.022991
19820831       0.087390      0.119013      0.063285      0.115977
19820930       0.040780      0.016761      0.033164      0.007614
19821029       0.088586      0.118636      0.128447      0.110364
19821130       0.093709      0.051935      0.092037      0.036123
19821231       0.112717      0.014516      0.023447      0.015158
19830131       0.027273      0.041850      0.117062      0.033134
19830228       0.009962      0.030218      0.047266      0.018995
19830331       0.027778      0.034673      0.050515      0.033095
19830429       0.149877      0.074188      0.080687      0.074922
19830531      -0.041026      0.013224      0.091740     -0.012346
19830630       0.080899      0.037837      0.046341      0.035224
19830729       0.001040     -0.031567     -0.017556     -0.033014
19830831       0.000623      0.003464     -0.032920      0.011319
19830930       0.061715      0.016059      0.000051      0.010158
19831031      -0.000985     -0.028049     -0.059273     -0.015174
19831130      -0.066469      0.029556      0.031713      0.017426
19831230       0.039404     -0.010464     -0.019672     -0.008834
19840131      -0.064549     -0.013023      0.005424     -0.009216
19840229      -0.025630     -0.039073     -0.050767     -0.038859
19840330       0.034014      0.013389      0.007449      0.013498
19840430      -0.002193      0.002534     -0.020524      0.005466
19840531      -0.044396     -0.052342     -0.051570     -0.059356
19840629      -0.018561      0.023385      0.011996      0.017469
19840731       0.047281     -0.020621     -0.050303     -0.016451
19840831       0.127314      0.112689      0.088817      0.106332
19840928       0.004040      0.000404     -0.000377     -0.003480
19841031       0.011871     -0.000074     -0.023756     -0.000060
19841130      -0.023069     -0.010685     -0.031506     -0.015112
19841231       0.011294      0.023656      0.002732      0.022374
19850131       0.107614      0.085718      0.121473      0.074085
19850228      -0.009349      0.016896      0.046017      0.008685
19850329      -0.052239     -0.001747     -0.003526     -0.002925
19850430      -0.003937     -0.002186     -0.009646     -0.004594
19850531       0.025494      0.055775      0.022235      0.054051
19850628      -0.037901      0.017091      0.002100      0.012134
19850731       0.061616     -0.000251      0.021411     -0.004848
19850830      -0.027783     -0.004795     -0.002204     -0.011995
19850930      -0.021718     -0.039825     -0.056852     -0.034724
19851031       0.048436      0.044441      0.017645      0.042509
19851129       0.084504      0.069228      0.052572      0.065062
19851231       0.112701      0.043061      0.028004      0.045061
19860131      -0.025723      0.009829      0.044056      0.002367
19860228       0.003135      0.072500      0.060388      0.071489
19860331       0.004143      0.053885      0.047201      0.052794
19860430       0.031353     -0.007900      0.016154     -0.014148
19860530      -0.017760      0.050844      0.036194      0.050229
19860630      -0.038556      0.014246      0.008087      0.014110
19860731      -0.095563     -0.059700     -0.073128     -0.058683
19860829       0.055472      0.066181      0.023269      0.071193
19860930      -0.030631     -0.079021     -0.059071     -0.085439
19861031      -0.080855      0.049303      0.023777      0.054729
19861128       0.037209      0.015093     -0.006263      0.021477
19861231      -0.056047     -0.026388     -0.034609     -0.028288
19870130       0.072917      0.128496      0.117565      0.131767
19870227       0.092039      0.047918      0.074612      0.036924
19870331       0.076165      0.023664      0.036313      0.026390
19870430       0.066611     -0.017001     -0.017673     -0.011450
19870529       0.006089      0.005125      0.000573      0.006034
19870630       0.015625      0.043662      0.021475      0.047915
19870731      -0.009231      0.044248      0.035128      0.048224
19870831       0.052640      0.037146      0.014528      0.034959
19870930      -0.104677     -0.020774     -0.015876     -0.024166
19871030      -0.187396     -0.225363     -0.272248     -0.217630
19871130      -0.086939     -0.072273     -0.050850     -0.085349
19871231       0.042889      0.070327      0.026065      0.072861
19880129      -0.027056      0.044880      0.077392      0.040432
19880229       0.055395      0.051695      0.060265      0.041817
19880331      -0.084043     -0.016598      0.035690     -0.033343
19880429       0.053426      0.010991      0.014016      0.009425
19880531       0.001985      0.000448     -0.017671      0.003176
19880630       0.132222      0.051460      0.047677      0.043256
19880729      -0.012758     -0.007272      0.000289     -0.005411
19880831      -0.104573     -0.028006     -0.025001     -0.038600
19880930       0.034753      0.037202      0.016951      0.039729
19881031       0.062839      0.017637     -0.011485      0.025964
19881130      -0.024669     -0.016412     -0.036484     -0.018891
19881230       0.028481      0.021075      0.018872      0.014688
19890131       0.071795      0.066103      0.062124      0.071115
19890228      -0.061435     -0.016446      0.002988     -0.028944
19890331      -0.101852      0.021465      0.018060      0.020806
19890428       0.044674      0.048204      0.029089      0.050090
19890531      -0.027763      0.039338      0.025054      0.035138
19890630       0.020525     -0.004866     -0.007744     -0.007925
19890731       0.027933      0.077131      0.031017      0.088370
19890831       0.029000      0.022127      0.018626      0.015517
19890929      -0.067236     -0.001474      0.005532     -0.006544
19891031      -0.082380     -0.029281     -0.049934     -0.025175
19891130      -0.014115      0.017815     -0.005800      0.016541
19891229      -0.035851      0.018295     -0.012375      0.021417
19900131       0.047809     -0.070115     -0.046408     -0.068817
19900228       0.065501      0.014901      0.015434      0.008539
19900330       0.021661      0.024140      0.021315      0.024255
19900430       0.027091     -0.028286     -0.028117     -0.026887
19900531       0.112018      0.088936      0.045675      0.091989
19900629      -0.020833     -0.004196      0.005359     -0.008886
19900731      -0.051064     -0.009405     -0.025732     -0.005223
19900831      -0.075471     -0.091896     -0.108911     -0.094314
19900928       0.044172     -0.053843     -0.080468     -0.051184
19901031      -0.009401     -0.012504     -0.057155     -0.006698
19901130       0.089775      0.065744      0.035468      0.059934
19901231      -0.005501      0.029513     -0.004526      0.024828
19910131       0.121681      0.049078      0.084175      0.041518
19910228       0.025325      0.075847      0.133898      0.067281
19910328      -0.115534      0.028923      0.078293      0.022203
19910430      -0.095499      0.003322      0.031962      0.000346
19910531       0.042087      0.040732      0.031385      0.038577
19910628      -0.084806     -0.044029     -0.031773     -0.047893
19910731       0.042471      0.046795      0.034202      0.044859
19910830      -0.031259      0.026819      0.027507      0.019649
19910930       0.069677     -0.010975      0.008131     -0.019144
19911031      -0.051870      0.017789      0.024639      0.011860
19911129      -0.046209     -0.037275     -0.023735     -0.043928
19911231      -0.037838      0.106778      0.035353      0.111588
19920131       0.011236     -0.001182      0.149970     -0.019900
19920228      -0.021278      0.013354      0.052124      0.009565
19920331      -0.038849     -0.023700     -0.014169     -0.021832
19920430       0.086826      0.013419     -0.033262      0.027893
19920529       0.013333      0.006439      0.005678      0.000964
19920630       0.078512     -0.019287     -0.039215     -0.017359
19920731      -0.031928      0.039900      0.027617      0.039374
19920831      -0.072982     -0.020822     -0.023900     -0.023998
19920930      -0.067821      0.012449      0.011050      0.009106
19921030      -0.171827      0.010986      0.016224      0.002106
19921130       0.038654      0.040193      0.066686      0.030262
19921231      -0.261905      0.017773      0.035678      0.010108
19930129       0.022333      0.012643      0.067612      0.007046
19930226       0.066311      0.005402     -0.007198      0.010484
19930331      -0.064368      0.025075      0.031411      0.018697
19930430      -0.044226     -0.025400     -0.011112     -0.025417
19930528       0.095938      0.029598      0.038740      0.022717
19930630      -0.063981      0.005440      0.013419      0.000755
19930730      -0.098734     -0.000795      0.013719     -0.005327
19930831       0.033708      0.039478      0.039698      0.034432
19930930      -0.081967      0.000641      0.025507     -0.009988
19931029       0.095238      0.018065      0.040518      0.019393
19931130       0.176630     -0.017606     -0.024467     -0.012911
19931231       0.048724      0.019513      0.016190      0.010091
19940131       0.000000      0.031467      0.049166      0.032501
19940228      -0.059735     -0.024218     -0.009952     -0.030045
19940331       0.033097     -0.045797     -0.045962     -0.045746
19940429       0.052632      0.009476     -0.011728      0.011531
19940531       0.100000      0.009359     -0.000831      0.012419
19940630      -0.067460     -0.027909     -0.028182     -0.026812
19940729       0.053191      0.030632      0.015778      0.031467
19940831       0.111111      0.042598      0.036756      0.037643
19940930       0.016423     -0.018364      0.004865     -0.026898
19941031       0.070018      0.014520     -0.003305      0.020834
19941130      -0.046980     -0.037218     -0.040741     -0.039505
19941230       0.038869      0.012608     -0.013424      0.012299
19950131      -0.018707      0.020400      0.027860      0.024278
19950228       0.046794      0.039613      0.028369      0.036074
19950331       0.091362      0.027041      0.019518      0.027329
19950428       0.152207      0.025048      0.026976      0.027960
19950531      -0.014531      0.034007      0.020270      0.036312
19950630       0.032258      0.031173      0.049917      0.021279
19950731       0.134115      0.040783      0.054708      0.031776
19950831      -0.048220      0.009306      0.032043     -0.000320
19950929      -0.085852      0.036362      0.026400      0.040098
19951031       0.029101     -0.011318     -0.041473     -0.004979
19951130      -0.003856      0.042705      0.016659      0.041049
19951229      -0.054334      0.015190      0.008928      0.017444
19960131       0.187414      0.028146      0.034657      0.032617
19960229       0.132488      0.016309      0.032305      0.006934
19960329      -0.092762      0.010929      0.024085      0.007917
19960430      -0.031461      0.025509      0.058049      0.013431
19960531      -0.006032      0.026800      0.062615      0.022853
19960628      -0.072600     -0.008299     -0.032167      0.002257
19960731       0.085859     -0.053819     -0.079602     -0.045748
19960830       0.067209      0.032464      0.045634      0.018814
19960930       0.088525      0.053014      0.028753      0.054173
19961031       0.036145      0.013632     -0.020842      0.026131
19961129       0.238178      0.065501      0.024696      0.073376
19961231      -0.049412     -0.011358     -0.002604     -0.021505
19970131       0.035479      0.053449      0.063831      0.061317
19970228      -0.081434     -0.001144     -0.010299      0.005928
19970331      -0.045217     -0.044820     -0.049224     -0.042614
19970430       0.169399      0.042303     -0.021596      0.058406
19970530       0.080374      0.071624      0.085194      0.058577
19970630       0.043353      0.044145      0.043145      0.043453
19970731       0.171745      0.076503      0.048824      0.078123
19970829      -0.039480     -0.036267      0.027605     -0.057446
19970930       0.045623      0.058433      0.081737      0.053154
19971031      -0.070755     -0.034528     -0.026145     -0.034478
19971128       0.113706      0.030458     -0.022063      0.044587
19971231      -0.044521      0.017771     -0.023875      0.015732
19980130      -0.056153      0.004529      0.015367      0.010150
19980227       0.059620      0.073230      0.060451      0.070449
19980331      -0.005386      0.051322      0.046884      0.049946
19980430       0.115523      0.010862      0.023243      0.009076
19980529       0.015922     -0.025755     -0.042571     -0.018826
19980630      -0.022872      0.031954     -0.029149      0.039438
19980731       0.154056     -0.023264     -0.050546     -0.011615
19980831      -0.148340     -0.157667     -0.196383     -0.145797
19980930       0.140954      0.063836      0.043245      0.062396
19981030       0.155642      0.074357      0.037827      0.080294
19981130       0.113434      0.061986      0.075912      0.059126
19981231       0.116578      0.063053      0.018861      0.056375
19990129      -0.006102      0.038346      0.064848      0.041009
19990226      -0.072469     -0.038105     -0.042172     -0.032283
19990331       0.044183      0.037862     -0.001373      0.038794
19990430       0.180183      0.049000      0.083900      0.037944
19990528       0.110200     -0.020720      0.025134     -0.024970
19990630       0.114224      0.051020      0.038392      0.054438
19990730      -0.027563     -0.030635      0.007271     -0.032046
19990831      -0.007996     -0.009983     -0.030607     -0.006254
19990930      -0.028600     -0.022867     -0.014250     -0.028552
19991029      -0.188017      0.062048     -0.001351      0.062539
19991130       0.050204      0.036856      0.091409      0.019062
19991231       0.046695      0.083925      0.084830      0.057844
20000131       0.040556     -0.039753      0.050610     -0.050904
20000229      -0.083563      0.031770      0.120436     -0.020108
20000331       0.148418      0.053552     -0.000429      0.096720
20000428      -0.055085     -0.059467     -0.088504     -0.030796
20000531      -0.035830     -0.039047     -0.057324     -0.021915
20000630       0.020373      0.051649      0.079240      0.023934
20000731       0.026241     -0.017105     -0.019355     -0.016341
20000831       0.175142      0.075811      0.059257      0.060699
20000929      -0.147727     -0.051139     -0.040102     -0.053483
20001031      -0.124444     -0.024564     -0.066807     -0.004949
20001130      -0.049442     -0.102546     -0.118559     -0.080069
20001229      -0.090909      0.020346     -0.007035      0.004053
20010131       0.317647      0.039533      0.225012      0.034637
20010228      -0.106875     -0.099267     -0.074508     -0.092291
20010330      -0.037237     -0.070290     -0.072716     -0.064205
20010430       0.197130      0.083904      0.076441      0.076814
20010531      -0.027792      0.010561      0.062217      0.005090
20010629       0.010733     -0.017481      0.007720     -0.025004
20010731      -0.068938     -0.018321     -0.028407     -0.010772
20010831      -0.048665     -0.059080     -0.035009     -0.064108
20010928      -0.082341     -0.091540     -0.127801     -0.081723
20011031       0.178260      0.027967      0.078103      0.018099
20011130       0.070880      0.078734      0.080809      0.075176
20011231       0.046457      0.017841      0.057742      0.007574
20020131      -0.108052     -0.016060      0.018185     -0.015574
20020228      -0.089258     -0.021705     -0.033060     -0.020766
20020328       0.059927      0.044693      0.074666      0.036739
20020430      -0.194615     -0.049649     -0.003169     -0.061418
20020531      -0.037727     -0.010458     -0.015511     -0.009081
20020628      -0.105034     -0.070243     -0.067310     -0.072465
20020731      -0.022222     -0.081137     -0.107499     -0.078995
20020830       0.072869      0.007984      0.006339      0.004881
20020930      -0.226453     -0.099975     -0.084490     -0.110013
20021031       0.353799      0.074958      0.042772      0.086436
20021129       0.102990      0.061276      0.117775      0.057070
20021231      -0.108375     -0.053309     -0.040159     -0.060333
20030131       0.009032     -0.023430      0.006068     -0.027415
20030228      -0.001279     -0.015408     -0.021423     -0.017004
20030331       0.006158      0.010333      0.009434      0.008358
20030430       0.082494      0.082797      0.098222      0.081044
20030530       0.038869      0.063507      0.133177      0.050899
20030630      -0.062926      0.016332      0.049741      0.011322
20030731      -0.015152      0.023130      0.061927      0.016224
20030829       0.011323      0.024908      0.047429      0.017873
20030930       0.077064     -0.009102      0.025239     -0.011944
20031031       0.013019      0.060331      0.080930      0.054962
20031128       0.013634      0.016607      0.038147      0.007129
20031231       0.023636      0.045532      0.038915      0.050765
20040130       0.070673      0.023064      0.065762      0.017276
20040227      -0.025899      0.015467      0.013720      0.012209
20040331      -0.048290     -0.010685      0.006293     -0.016359
20040430      -0.039961     -0.024230     -0.043590     -0.016791
20040528       0.006805      0.014127      0.002592      0.012083
20040630      -0.004967      0.021563      0.022729      0.017989
20040730      -0.012252     -0.037681     -0.051082     -0.034291
20040831      -0.025267      0.002714     -0.004725      0.002287
20040930       0.012398      0.020555      0.041594      0.009364
20041029       0.046769      0.017810      0.020836      0.014014
20041130       0.052033      0.048243      0.079929      0.038595
20041231       0.046053      0.035180      0.052920      0.032458
20050131      -0.052343     -0.026557     -0.029278     -0.025290
20050228      -0.007065      0.022695      0.016636      0.018903
20050331      -0.012962     -0.016937     -0.031835     -0.019118
20050429      -0.164150     -0.025182     -0.046509     -0.020109
20050531      -0.008248      0.037916      0.043808      0.029952
20050630      -0.017869      0.011531      0.032155     -0.000143
20050729       0.124798      0.043331      0.058745      0.035968
20050831      -0.031632     -0.005943     -0.007217     -0.011222
20050930      -0.004962      0.010609      0.010543      0.006949
20051031       0.020693     -0.020784     -0.033876     -0.017741
20051130       0.088178      0.040406      0.034319      0.035186
20051230      -0.075366      0.003476      0.013479     -0.000952
20060131      -0.010949      0.040112      0.076354      0.025467
20060228      -0.010578     -0.001644      0.004836      0.000453
20060331       0.027792      0.019060      0.036979      0.011065
20060428      -0.001576      0.012968      0.009761      0.012187
20060531      -0.025990     -0.031042     -0.044331     -0.030917
20060630      -0.038548     -0.000396     -0.008440      0.000087
20060731       0.007680     -0.001902     -0.022671      0.005086
20060831       0.049864      0.025085      0.025128      0.021274
20060929       0.011980      0.019452      0.009015      0.024566
20061031       0.126800      0.037086      0.046300      0.031508
20061130      -0.001191      0.023716      0.031255      0.016467
20061229       0.056897      0.010823      0.014746      0.012616
20070131       0.020587      0.019438      0.022322      0.014059
20070228      -0.059607     -0.013998      0.002148     -0.021846
20070330       0.014203      0.012949      0.006574      0.009980
20070430       0.084341      0.039893      0.026955      0.043291
20070531       0.046864      0.038894      0.023024      0.032549
20070629      -0.012664     -0.014758     -0.007879     -0.017816
20070731       0.051306     -0.031753     -0.043616     -0.031982
20070831       0.058202      0.011623     -0.011784      0.012864
20070928       0.009512      0.040903      0.025300      0.035794
20071031      -0.014261      0.025842      0.017265      0.014822
20071130      -0.090768     -0.049279     -0.077076     -0.044043
20071231       0.027762     -0.004342     -0.010877     -0.008628
20080131      -0.009158     -0.062305     -0.044591     -0.061163
20080229       0.066754     -0.022040     -0.021881     -0.034761
20080331       0.011242     -0.010470     -0.025971     -0.005960
20080430       0.048289      0.051144      0.031213      0.047547
20080530       0.076471      0.023825      0.032178      0.010674
20080630      -0.084215     -0.078625     -0.087065     -0.085962
20080731       0.079727     -0.013150     -0.000994     -0.009859
20080829      -0.044929      0.011042      0.014066      0.012191
20080930      -0.039185     -0.098060     -0.120888     -0.090791
20081031      -0.205113     -0.184726     -0.206004     -0.169425
20081128      -0.116919     -0.085206     -0.136597     -0.074849
20081231       0.031373      0.021482      0.043083      0.007822
