   qdate        le_12        le_24        le_36        le_48        le_60       le_120 
19831130      0.00696      0.00814      0.00847      0.00950      0.00973      0.01320   
19831230      0.00677      0.00599      0.00492      0.00424      0.00332     -0.00028   
19840131      0.00972      0.01301      0.01468      0.01724      0.01789      0.01954   
19840229      0.00596      0.00343      0.00108     -0.00218     -0.00479     -0.00950   
19840330      0.00503      0.00119     -0.00271     -0.00461     -0.00615     -0.01433   
19840430      0.00889      0.00820      0.00532      0.00386      0.00163     -0.00300   
19840531      0.00448     -0.00526     -0.01255     -0.02126     -0.02759     -0.04048   
19840629      0.00943      0.00850      0.00766      0.00792      0.01041      0.01296   
19840731      0.01121      0.01742      0.02461      0.03421      0.04017      0.05515   
19840831      0.00936      0.01119      0.01003      0.01205      0.01088      0.01360   
19840928      0.01139      0.01587      0.01797      0.01890      0.02103      0.02661   
19841031      0.01459      0.02290      0.02948      0.03411      0.03904      0.04789   
19841130      0.01278      0.01837      0.02060      0.02084      0.01927      0.01807   
19841231      0.00993      0.01379      0.01655      0.01652      0.01539      0.01175   
19850131      0.00811      0.01145      0.01343      0.01689      0.02024      0.02882   
19850228      0.00315     -0.00168     -0.00655     -0.01164     -0.01649     -0.02728   
19850329      0.00892      0.01113      0.01345      0.01573      0.01593      0.02137   
19850430      0.01060      0.01526      0.01803      0.02039      0.02275      0.02212   
19850531      0.01236      0.02241      0.03229      0.04085      0.04707      0.06770   
19850628      0.00723      0.01105      0.01139      0.01104      0.01096      0.00759   
19850731      0.00517      0.00373      0.00186     -0.00007     -0.00067     -0.00578   
19850830      0.00805      0.01019      0.01225      0.01455      0.01594      0.02273   
19850930      0.00653      0.00757      0.00915      0.01015      0.00867      0.00769   
19851031      0.00681      0.00935      0.01281      0.01601      0.01813      0.02287   
19851129      0.00703      0.01036      0.01355      0.01655      0.01968      0.02729   
19851231      0.00725      0.01186      0.01754      0.02231      0.02791      0.04189   
19860131      0.00646      0.00660      0.00670      0.00763      0.00604      0.00225   
19860228      0.00646      0.00973      0.01362      0.02087      0.02685      0.05101   
19860331      0.00930      0.01527      0.02229      0.02474      0.02975      0.04356   
19860430      0.00697      0.00774      0.00619      0.00705      0.00667      0.00396   
19860530      0.00423      0.00027     -0.00544     -0.01388     -0.01968     -0.02823   
19860630      0.00726      0.01232      0.01818      0.02323      0.02715      0.03712   
19860731      0.00645      0.00949      0.01186      0.01400      0.01370      0.01010   
19860829      0.00841      0.01484      0.02042      0.02533      0.02813      0.03366   
19860930      0.00385      0.00073     -0.00404     -0.00940     -0.01320     -0.02050   
19861031      0.00515      0.00767      0.01108      0.01475      0.01646      0.01724   
19861128      0.00420      0.00551      0.00745      0.00963      0.01146      0.01380   
19861231      0.00356      0.00218      0.00167      0.00130      0.00260      0.00261   
19870130      0.00553      0.00730      0.00784      0.00914      0.00898      0.01133   
19870227      0.00430      0.00398      0.00481      0.00502      0.00464      0.00640   
19870331      0.00441      0.00250      0.00085     -0.00144     -0.00247     -0.00854   
19870430      0.00295     -0.00424     -0.01225     -0.01760     -0.02265     -0.03065   
19870529      0.00406      0.00167     -0.00027     -0.00223     -0.00427     -0.00614   
19870630      0.00722      0.01087      0.01214      0.01241      0.01259      0.01229   
19870731      0.00585      0.00599      0.00397      0.00311      0.00168     -0.00310   
19870831      0.00434      0.00181     -0.00061     -0.00272     -0.00384     -0.00831   
19870930      0.00322     -0.00191     -0.00751     -0.01209     -0.01749     -0.02475   
19871030      0.01037      0.01837      0.02585      0.03042      0.03396      0.04179   
19871130      0.00588      0.00588      0.00739      0.00718      0.00475      0.00505   
19871231      0.00562      0.00622      0.00740      0.00967      0.01119      0.01533   
19880129      0.00694      0.01340      0.01879      0.02497      0.02878      0.03697   
19880229      0.00667      0.00828      0.00890      0.01023      0.01181      0.01327   
19880331      0.00472      0.00288      0.00039     -0.00355     -0.00620     -0.01337   
19880429      0.00450      0.00206     -0.00015     -0.00213     -0.00372     -0.00574   
19880531      0.00375     -0.00014     -0.00297     -0.00496     -0.00814     -0.01010   
19880630      0.00672      0.00922      0.01200      0.01529      0.01849      0.02530   
19880729      0.00370      0.00114     -0.00138     -0.00267     -0.00451     -0.00761   
19880831      0.00517      0.00317      0.00177     -0.00007     -0.00058      0.00039   
19880930      0.00746      0.01021      0.01334      0.01615      0.01903      0.02495   
19881031      0.00754      0.00944      0.01170      0.01446      0.01623      0.01901   
19881130      0.00317     -0.00205     -0.00620     -0.01051     -0.01326     -0.01627   
19881230      0.00551      0.00294      0.00099     -0.00113     -0.00202     -0.00116   
19890131      0.00748      0.00829      0.00907      0.01007      0.01103      0.01466   
19890228      0.00467      0.00055     -0.00219     -0.00496     -0.00773     -0.01094   
19890331      0.00691      0.00485      0.00377      0.00338      0.00386      0.00684   
19890428      0.00969      0.01457      0.01827      0.02179      0.02403      0.02359   
19890531      0.00927      0.01312      0.01655      0.01915      0.02079      0.02726   
19890630      0.01037      0.01630      0.02225      0.02710      0.02960      0.03447   
19890731      0.00899      0.01351      0.01757      0.02194      0.02545      0.02707   
19890831      0.00395     -0.00418     -0.01040     -0.01613     -0.01980     -0.02216   
19890929      0.00592      0.00561      0.00483      0.00356      0.00336      0.00254   
19891031      0.00945      0.01433      0.01891      0.02282      0.02432      0.02827   
19891130      0.00734      0.00829      0.00918      0.00953      0.00986      0.01091   
19891229      0.00561      0.00394      0.00277      0.00193      0.00258     -0.00016   
19900131      0.00602      0.00225     -0.00170     -0.00510     -0.01000     -0.01451   
19900228      0.00643      0.00539      0.00426      0.00294      0.00149      0.00050   
19900330      0.00567      0.00377      0.00190      0.00107      0.00020      0.00004   
19900430      0.00630      0.00334      0.00064     -0.00202     -0.00505     -0.01121   
19900531      0.00887      0.01419      0.01807      0.02146      0.02359      0.02945   
19900629      0.00740      0.00936      0.01171      0.01281      0.01433      0.01635   
19900731      0.00810      0.01112      0.01363      0.01560      0.01640      0.01559   
19900831      0.00597      0.00417      0.00153     -0.00261     -0.00675     -0.01653   
19900928      0.00654      0.00746      0.00872      0.00915      0.00962      0.00967   
19901031      0.00797      0.01063      0.01254      0.01497      0.01623      0.01844   
19901130      0.00686      0.00877      0.01185      0.01481      0.01755      0.02448   
19901231      0.00849      0.01142      0.01319      0.01437      0.01560      0.01647   
19910131      0.00742      0.00874      0.00984      0.01064      0.00942      0.01160   
19910228      0.00609      0.00669      0.00622      0.00622      0.00579      0.00591   
19910328      0.00579      0.00588      0.00494      0.00392      0.00257      0.00237   
19910430      0.00680      0.00922      0.01053      0.01177      0.01162      0.01073   
19910531      0.00512      0.00664      0.00677      0.00710      0.00611      0.00485   
19910628      0.00446      0.00394      0.00202     -0.00034     -0.00249     -0.00439   
19910731      0.00625      0.00852      0.01024      0.01245      0.01384      0.01356   
19910830      0.00682      0.01227      0.01689      0.01985      0.02253      0.02563   
19910930      0.00642      0.00956      0.01324      0.01678      0.02017      0.02608   
19911031      0.00611      0.00956      0.01224      0.01363      0.01348      0.01129   
19911129      0.00586      0.00959      0.01137      0.01230      0.01327      0.01155   
19911231      0.00723      0.01317      0.01917      0.02347      0.02706      0.03863   
19920131      0.00308      0.00047     -0.00419     -0.00780     -0.01276     -0.02176   
19920228      0.00305      0.00299      0.00278      0.00210      0.00169      0.00466   
19920331      0.00315      0.00127     -0.00298     -0.00537     -0.00614     -0.00767   
19920430      0.00526      0.00895      0.01016      0.01176      0.01017      0.00679   
19920529      0.00382      0.00790      0.01186      0.01515      0.01791      0.02076   
19920630      0.00449      0.00856      0.01347      0.01691      0.01806      0.01876   
19920731      0.00533      0.01023      0.01502      0.02000      0.02306      0.02815   
19920831      0.00403      0.00755      0.01081      0.01276      0.01371      0.01221   
19920930      0.00466      0.00856      0.01220      0.01559      0.01764      0.01895   
19921030      0.00038     -0.00479     -0.00956     -0.01482     -0.01756     -0.01777   
19921130      0.00216     -0.00054     -0.00339     -0.00507     -0.00739     -0.00494   
19921231      0.00416      0.00880      0.01126      0.01405      0.01400      0.01704   
19930129      0.00370      0.00819      0.01325      0.01906      0.02550      0.02422   
19930226      0.00320      0.00675      0.01187      0.01548      0.01755      0.02157   
19930331      0.00316      0.00361      0.00405      0.00424      0.00447      0.00549   
19930430      0.00288      0.00541      0.00736      0.00928      0.00947      0.00791   
19930528      0.00115     -0.00246     -0.00393     -0.00438     -0.00345     -0.00109   
19930630      0.00378      0.00660      0.00948      0.01319      0.01714      0.02387   
19930730      0.00262      0.00242      0.00167      0.00161      0.00076      0.00268   
19930831      0.00385      0.00709      0.01145      0.01579      0.01962      0.02211   
19930930      0.00295      0.00323      0.00316      0.00257      0.00381      0.00676   
19931029      0.00216      0.00189      0.00201      0.00277      0.00214      0.00201   
19931130      0.00276      0.00138     -0.00103     -0.00389     -0.00715     -0.01228   
19931231      0.00292      0.00354      0.00402      0.00406      0.00320      0.00486   
19940131      0.00384      0.00594      0.00723      0.00998      0.01278      0.01387   
19940228      0.00018     -0.00466     -0.00917     -0.01413     -0.01833     -0.02358   
19940331      0.00142     -0.00266     -0.00863     -0.01387     -0.01919     -0.02472   
19940429      0.00171     -0.00233     -0.00597     -0.00850     -0.01000     -0.00887   
19940531      0.00303      0.00162      0.00088      0.00090      0.00102     -0.00002   
19940630      0.00393      0.00329      0.00225      0.00101     -0.00116     -0.00290   
19940729      0.00432      0.00709      0.01001      0.01270      0.01537      0.01776   
19940831      0.00430      0.00410      0.00334      0.00307      0.00300      0.00238   
19940930      0.00258     -0.00057     -0.00472     -0.00886     -0.01244     -0.01594   
19941031      0.00440      0.00286      0.00158      0.00032     -0.00096     -0.00254   
19941130      0.00197     -0.00305     -0.00604     -0.00709     -0.00655     -0.00234   
19941230      0.00389      0.00185      0.00116      0.00254      0.00334      0.00640   
19950131      0.00727      0.01256      0.01625      0.01750      0.01792      0.01897   
19950228      0.00693      0.01209      0.01679      0.02130      0.02356      0.02595   
19950331      0.00523      0.00563      0.00557      0.00598      0.00623      0.00625   
19950428      0.00551      0.00795      0.00992      0.01160      0.01316      0.01500   
19950531      0.00760      0.01482      0.02309      0.03009      0.03679      0.04589   
19950630      0.00536      0.00546      0.00606      0.00703      0.00755      0.00943   
19950731      0.00495      0.00471      0.00252      0.00023     -0.00201     -0.00577   
19950831      0.00507      0.00563      0.00699      0.00832      0.00935      0.01242   
19950929      0.00418      0.00395      0.00510      0.00606      0.00657      0.01012   
19951031      0.00541      0.00789      0.00973      0.01128      0.01262      0.01524   
19951130      0.00518      0.00781      0.01088      0.01353      0.01571      0.01824   
19951229      0.00541      0.00682      0.00833      0.00964      0.01010      0.01392   
19960131      0.00533      0.00790      0.00935      0.01052      0.00982      0.00740   
19960229      0.00339     -0.00146     -0.00622     -0.01051     -0.01366     -0.02238   
19960329      0.00309     -0.00032     -0.00385     -0.00686     -0.00889     -0.01046   
19960430      0.00435      0.00229     -0.00043     -0.00308     -0.00544     -0.00957   
19960531      0.00433      0.00326      0.00094     -0.00110     -0.00308     -0.00385   
19960628      0.00421      0.00573      0.00756      0.00932      0.01152      0.01325   
19960731      0.00459      0.00451      0.00416      0.00364      0.00236      0.00231   
19960830      0.00536      0.00401      0.00262      0.00099     -0.00044     -0.00326   
19960930      0.00543      0.00834      0.01097      0.01341      0.01535      0.01936   
19961031      0.00537      0.00974      0.01392      0.01706      0.02003      0.02578   
19961129      0.00461      0.00639      0.00894      0.01203      0.01406      0.02063   
19961231      0.00410      0.00145     -0.00220     -0.00574     -0.00895     -0.01485   
19970131      0.00473      0.00475      0.00463      0.00457      0.00374      0.00171   
19970228      0.00386      0.00276      0.00125      0.00051     -0.00060      0.00014   
19970331      0.00359      0.00062     -0.00254     -0.00551     -0.00791     -0.01417   
19970430      0.00538      0.00744      0.00931      0.01092      0.01258      0.01530   
19970530      0.00545      0.00655      0.00723      0.00775      0.00820      0.01011   
19970630      0.00501      0.00661      0.00809      0.00928      0.00995      0.01294   
19970731      0.00530      0.00929      0.01421      0.01925      0.02293      0.03114   
19970829      0.00373      0.00153     -0.00154     -0.00486     -0.00735     -0.01275   
19970930      0.00565      0.00720      0.00979      0.01189      0.01382      0.01786   
19971031      0.00470      0.00656      0.00837      0.01135      0.01361      0.01774   
19971128      0.00349      0.00199      0.00133      0.00056     -0.00015      0.00224   
19971231      0.00556      0.00714      0.00838      0.00951      0.01105      0.01282   
19980130      0.00538      0.00856      0.01196      0.01454      0.01631      0.01861   
19980227      0.00347      0.00138     -0.00060     -0.00208     -0.00413     -0.00411   
19980331      0.00493      0.00435      0.00373      0.00378      0.00356      0.00230   
19980430      0.00479      0.00466      0.00458      0.00454      0.00419      0.00414   
19980529      0.00421      0.00464      0.00554      0.00566      0.00617      0.00892   
19980630      0.00495      0.00542      0.00581      0.00664      0.00803      0.01010   
19980731      0.00472      0.00480      0.00480      0.00457      0.00370      0.00300   
19980831      0.00621      0.01202      0.01853      0.02319      0.02844      0.03269   
19980930      0.00642      0.01059      0.01574      0.02105      0.02584      0.03575   
19981030      0.00409      0.00486      0.00469      0.00308      0.00263     -0.00458   
19981130      0.00286     -0.00013     -0.00209     -0.00423     -0.00674     -0.00450   
19981231      0.00401      0.00332      0.00291      0.00315      0.00229      0.00490   
19990129      0.00362      0.00346      0.00387      0.00498      0.00493      0.00425   
19990226      0.00216     -0.00355     -0.00908     -0.01600     -0.02226     -0.02893   
19990331      0.00528      0.00699      0.00780      0.00905      0.00847      0.00657   
19990430      0.00379      0.00346      0.00265      0.00246      0.00241      0.00324   
19990528      0.00287     -0.00045     -0.00397     -0.00796     -0.01133     -0.01422   
19990630      0.00427      0.00371      0.00384      0.00427      0.00302      0.00041   
19990730      0.00388      0.00338      0.00190     -0.00004     -0.00124     -0.00288   
19990831      0.00378      0.00308      0.00324      0.00265      0.00201      0.00072   
19990930      0.00504      0.00610      0.00731      0.00890      0.00952      0.01002   
19991029      0.00341      0.00220      0.00073     -0.00047     -0.00201     -0.00107   
19991130      0.00365      0.00213      0.00133      0.00108     -0.00022     -0.00102   
19991231      0.00418      0.00218      0.00014     -0.00241     -0.00405     -0.00677   
20000131      0.00400      0.00085     -0.00286     -0.00330     -0.00518     -0.00384   
20000229      0.00478      0.00625      0.00710      0.00723      0.00829      0.00844   
20000331      0.00492      0.00571      0.00800      0.01171      0.01566      0.02188   
20000428      0.00438      0.00250      0.00096     -0.00053     -0.00263     -0.00411   
20000531      0.00525      0.00487      0.00471      0.00479      0.00503      0.00502   
20000630      0.00620      0.00922      0.01202      0.01455      0.01726      0.01689   
20000731      0.00505      0.00605      0.00645      0.00574      0.00634      0.00766   
20000831      0.00570      0.00693      0.00957      0.01168      0.01271      0.01419   
20000929      0.00521      0.00649      0.00846      0.00938      0.00950      0.00705   
20001031      0.00517      0.00527      0.00593      0.00619      0.00697      0.00833   
20001130      0.00602      0.00832      0.01131      0.01388      0.01592      0.01895   
20001229      0.00688      0.01124      0.01460      0.01762      0.02135      0.02105   
20010131      0.00856      0.01287      0.01415      0.01468      0.01289      0.01245   
20010228      0.00423      0.00596      0.00776      0.00857      0.00956      0.01090   
20010330      0.00535      0.00743      0.00807      0.00813      0.00846      0.00683   
20010430      0.00463      0.00361      0.00102     -0.00248     -0.00670     -0.00962   
20010531      0.00508      0.00601      0.00541      0.00498      0.00300      0.00385   
20010629      0.00254      0.00263      0.00305      0.00259      0.00229      0.00259   
20010731      0.00481      0.01034      0.01467      0.01778      0.02157      0.02205   
20010831      0.00348      0.00591      0.00837      0.00948      0.01061      0.01100   
20010928      0.00655      0.01444      0.02078      0.02240      0.02474      0.02182   
20011031      0.00502      0.00987      0.01374      0.01771      0.01852      0.02102   
20011130      0.00167     -0.00185     -0.00869     -0.01353     -0.01682     -0.01862   
20011231      0.00214      0.00190     -0.00276     -0.00533     -0.00776     -0.00768   
20020131      0.00089      0.00136      0.00385      0.00418      0.00345      0.00468   
20020228      0.00208      0.00430      0.00697      0.00930      0.01103      0.00968   
20020328     -0.00029     -0.00561     -0.01155     -0.01668     -0.02114     -0.02134   
20020430      0.00439      0.01057      0.01489      0.01867      0.02152      0.02189   
20020531      0.00181      0.00343      0.00646      0.00951      0.01074      0.00871   
20020628      0.00259      0.00753      0.01047      0.01274      0.01557      0.01443   
20020731      0.00255      0.01054      0.01762      0.02326      0.02726      0.02298   
20020830      0.00117      0.00281      0.00851      0.01225      0.01560      0.01552   
20020930      0.00282      0.00701      0.01293      0.01978      0.02798      0.02539   
20021031      0.00165      0.00229      0.00155     -0.00069     -0.00343     -0.00554   
20021129      0.00099     -0.00311     -0.00834     -0.01294     -0.01736     -0.01361   
20021231      0.00189      0.00885      0.01515      0.02163      0.02645      0.02496   
20030131      0.00086      0.00014      0.00009     -0.00286     -0.00525     -0.00410   
20030228      0.00113      0.00356      0.00779      0.01266      0.01595      0.01512   
20030331      0.00152      0.00192      0.00229      0.00111      0.00020     -0.00114   
20030430      0.00086      0.00166      0.00210      0.00274      0.00181      0.00196   
20030530      0.00082      0.00262      0.00903      0.01689      0.02406      0.02181   
20030630      0.00190      0.00226      0.00143     -0.00030     -0.00246     -0.00244   
20030731      0.00030     -0.00320     -0.01061     -0.01988     -0.02864     -0.03203   
20030829      0.00040     -0.00041     -0.00301     -0.00341     -0.00418     -0.00057   
20030930      0.00212      0.00811      0.01608      0.02361      0.03138      0.02967   
20031031      0.00029     -0.00290     -0.00683     -0.01048     -0.01384     -0.01333   
20031128      0.00044     -0.00108     -0.00209     -0.00204     -0.00138      0.00033   
20031231      0.00206      0.00563      0.00813      0.00967      0.01031      0.00872   
20040130      0.00094      0.00184      0.00332      0.00448      0.00654      0.00712   
20040227      0.00108      0.00409      0.00686      0.01002      0.01217      0.01188   
20040331      0.00133      0.00224      0.00539      0.00816      0.01031      0.00908   
20040430     -0.00033     -0.00719     -0.01627     -0.02440     -0.03182     -0.03019   
20040528      0.00020     -0.00094     -0.00233     -0.00371     -0.00443     -0.00414   
20040630      0.00093      0.00058      0.00146      0.00345      0.00602      0.00625   
20040730      0.00122      0.00248      0.00423      0.00530      0.00676      0.00770   
20040831      0.00218      0.00643      0.01180      0.01653      0.01981      0.02082   
20040930      0.00047     -0.00118     -0.00174     -0.00097      0.00027      0.00115   
20041029      0.00116      0.00267      0.00423      0.00578      0.00669      0.00719   
20041130      0.00029     -0.00419     -0.00793     -0.01110     -0.01347     -0.01339   
20041231      0.00162      0.00160      0.00253      0.00445      0.00645      0.00883   
20050131      0.00140     -0.00010     -0.00103     -0.00109     -0.00039      0.00427   
20050228      0.00107     -0.00188     -0.00509     -0.00831     -0.01026     -0.01050   
20050331      0.00212      0.00115     -0.00061     -0.00198     -0.00251     -0.00244   
20050429      0.00255      0.00424      0.00723      0.01112      0.01432      0.01794   
20050531      0.00308      0.00397      0.00581      0.00782      0.00939      0.01384   
20050630      0.00197      0.00189      0.00222      0.00304      0.00361      0.00505   
20050729      0.00114     -0.00235     -0.00621     -0.01083     -0.01401     -0.01614   
20050831      0.00369      0.00611      0.00901      0.01226      0.01513      0.01648   
20050930      0.00171     -0.00184     -0.00529     -0.00825     -0.01134     -0.01377   
20051031      0.00214      0.00032     -0.00205     -0.00438     -0.00651     -0.00850   
20051130      0.00322      0.00312      0.00404      0.00480      0.00543      0.00575   
20051230      0.00341      0.00368      0.00390      0.00474      0.00593      0.00918   
20060131      0.00296      0.00181      0.00114     -0.00005     -0.00158     -0.00296   
20060228      0.00279      0.00114     -0.00057     -0.00156     -0.00189     -0.00097   
20060331      0.00350      0.00187      0.00008     -0.00163     -0.00419     -0.00993   
20060428      0.00328      0.00313      0.00263      0.00169      0.00043     -0.00391   
20060531      0.00353      0.00141      0.00041      0.00011     -0.00053     -0.00050   
20060630      0.00333      0.00244      0.00164      0.00140      0.00160      0.00291   
20060731      0.00497      0.00669      0.00893      0.01052      0.01188      0.01437   
20060831      0.00462      0.00637      0.00897      0.01091      0.01258      0.01606   
20060929      0.00434      0.00478      0.00569      0.00700      0.00781      0.00972   
20061031      0.00405      0.00388      0.00400      0.00427      0.00475      0.00556   
20061130      0.00423      0.00479      0.00587      0.00733      0.00852      0.01117   
20061229      0.00365      0.00059     -0.00168     -0.00399     -0.00620     -0.01051   
20070131      0.00423      0.00299      0.00142      0.00064     -0.00032     -0.00121   
20070228      0.00424      0.00706      0.00976      0.01246      0.01470      0.01723   
20070330      0.00412      0.00376      0.00431      0.00373      0.00330      0.00068   
20070430      0.00414      0.00357      0.00415      0.00484      0.00495      0.00570   
20070531      0.00395     -0.00017     -0.00412     -0.00729     -0.00979     -0.01189   
20070629      0.00416      0.00457      0.00392      0.00257      0.00140     -0.00230   
20070731      0.00469      0.00828      0.01252      0.01585      0.01845      0.02036   
20070831      0.00654      0.00909      0.01136      0.01384      0.01581      0.01763   
20070928      0.00471      0.00635      0.00705      0.00684      0.00545      0.00329   
20071031      0.00362      0.00375      0.00556      0.00644      0.00727      0.00985   
20071130      0.00823      0.01636      0.02471      0.03148      0.03502      0.03618   
20071231      0.00189      0.00216      0.00226      0.00157      0.00195      0.00012   
20080131      0.00894      0.01676      0.02355      0.02967      0.03266      0.03322   
20080229      0.00346      0.00872      0.01180      0.01442      0.01535      0.01194   
20080331      0.00317      0.00230      0.00456      0.00449      0.00458      0.01195   
20080430     -0.00021     -0.00720     -0.01433     -0.01819     -0.02146     -0.02139   
20080530     -0.00030     -0.00292     -0.00849     -0.01278     -0.01379     -0.01722   
20080630      0.00135      0.00327      0.00362      0.00562      0.00702      0.00992   
20080731      0.00268      0.00396      0.00527      0.00739      0.00792      0.00675   
20080829      0.00155      0.00364      0.00694      0.00798      0.00945      0.01247   
20080930      0.00422      0.00742      0.01292      0.01105      0.00948      0.00376   
20081031      0.00353      0.00747      0.01418      0.02038      0.01692     -0.00828   
20081128      0.00347      0.01060      0.01553      0.02777      0.04394      0.06660   
20081231      0.00287      0.00525      0.00657      0.00459      0.01708      0.03978
